CrashReportId,ReportNumber,CrashDate,CrashTime,Collision Type,StreetOrHighway,NearestIntersection,Officer,Badge,ReportDate,TypeOfRoadway,RoadSurfaceCondition,LightCondition,WeatherCondition,MannerofImpact,HitAndRun,TrafficControl,PersonCount,InjuryCount,MostSeriousInjury,NumberOfLanes,Latitude,Longitude,CountPedestrian,CountBicycle,Scooter,Wheel Chair,NumberofVehicles
926083,2025-00055224,14-Jul-25,14:30,Pedestrian,SUMMIT AVE,,Jason Clancy,999,16-Jul-25,Unknown,Dry,Daylight,Clear,Other,"Yes, M/V and Driver Left Scene",Unknown,1,0,Unknown,,,,1,,,,1
926210,2025-00054603,14-Jul-25,11:57,Other,WEISS CT,THURBERS AVE ,Michelle Nunez,140,21-Jul-25,Unknown,Dry,Daylight,Clear,Unknown,"Yes, M/V and Driver Left Scene",No Controls,2,0,Unknown,,41.79808,-71.41382,,,,,2
926131,2025-00055757,15-Jul-25,8:15,Pedestrian,N MAIN ST,NORTH CT ,Jason Clancy,999,18-Jul-25,One-Way Trafficway,Dry,Daylight,Clear,Other,"Yes, M/V and Driver Left Scene",Unknown,2,1,Complains Of Pain,,41.82916,-71.40982,1,,,,1
926093,2025-00055267,16-Jul-25,17:26,Other,KENWOOD ST,MESSER ST ,Ruben Morales,685,16-Jul-25,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction","Yes, M/V and Driver Left Scene",No Controls,2,0,Unknown,,41.80991,-71.43438,,,,,2
926175,2025-00055274,16-Jul-25,17:38,Other,ADMIRAL ST,DOUGLAS AVE ,Ryan Fernandes,125,19-Jul-25,Unknown,Dry,Daylight,Clear,Rear End(Front-to-Rear),"Yes, M/V and Driver Left Scene",No Controls,3,0,Unknown,,41.84609,-71.42922,,,,,2
926117,2025-00055509,17-Jul-25,15:49,Bicycle,Chad Brown St,CAMDEN AVE ,Tyler Calandra,418,17-Jul-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,No Controls,2,1,Complains Of Pain,,41.83888,-71.42671,,1,,,1
926127,2025-00055640,17-Jul-25,23:15,Pedestrian,WESTMINSTER ST,PARADE ST ,Lane,109,17-Jul-25,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Complains Of Pain,,41.81634,-71.43354,1,,,,1
926134,2025-00055785,17-Jul-25,11:30,Pedestrian,CHARLES ST,,Jason Clancy,999,18-Jul-25,Unknown,Dry,Daylight,Clear,Other,No,Unknown,2,1,Complains Of Pain,,,,1,,,,1
926153,2025-00056033,19-Jul-25,3:59,Pedestrian,SPICER ST,BERNARD ST ,Ptlm. Carias,127,19-Jul-25,"Two-Way, Not Divided With a Continuous Left Turn Lane",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,6,1,Complains Of Pain,,41.79118,-71.40602,1,,,,1
926168,2025-00056106,19-Jul-25,12:53,Pedestrian,BROAD ST,CAHIR ST ,Ptlm. Castagliuolo,351,19-Jul-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,2,0,No Injury,,41.81692,-71.41795,1,,,,1
926171,2025-00056156,19-Jul-25,16:31,Pedestrian,ADELAIDE AVE,HAMILTON ST ,Ptlm. Castagliuolo,351,19-Jul-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Stop Signs,3,1,Complains Of Pain,,41.79739,-71.42014,1,,X,,1
926204,2025-00056284,19-Jul-25,23:21,Other,PENNSYLVANIA AVE,PRAIRIE AVE ,Tyler Cargill,619,21-Jul-25,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Angle - Direction Not Specified,"Yes, M/V and Driver Left Scene",No Controls,2,0,No Injury,,41.79744,-71.4137,,,,,2
926196,2025-00056601,20-Jul-25,18:47,Bicycle,ERNEST ST,ALLENS AVE ,Lane,109,20-Jul-25,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Dusk,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,,41.79481,-71.39793,,1,,,1
926304,2025-00057454,20-Jul-25,1:55,Pedestrian,ATWELLS AVE,,Jason Clancy,999,24-Jul-25,"Two-Way , Not Divided",Dry,Dark - Unknown Lighting,Clear,Unknown,"Yes, M/V and Driver Left Scene",Unknown,2,1,Complains Of Pain,,,,1,,,,1
926233,2025-00056892,21-Jul-25,16:22,Bicycle,Aldrich St,BROAD ST ,Tyler Calandra,418,21-Jul-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,,41.79417,-71.40789,,1,,,1
926270,2025-00057226,22-Jul-25,20:33,Pedestrian,CHALKSTONE AVE,OAKLAND AVE ,Lucas Ramalho,507,22-Jul-25,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,2,1,Non-Incapacitating,,41.83419,-71.43024,1,,,,1
926287,2025-00057068,22-Jul-25,10:07,Other,PARK ROW WEST,AMERICAN EXPRESS PLZ ,Hildenise Espanol,137,23-Jul-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Rear End(Front-to-Rear),No,No Controls,4,0,No Injury,,41.82851,-71.41297,,,,,2
926298,2025-00057503,23-Jul-25,20:15,Other,ELMWOOD AVE,PARKIS AVE ,Matthew Carlone,602,23-Jul-25,"Two-Way , Not Divided",Dry,Dusk,Clear,"Sideswipe, Same Direction",No,No Controls,3,0,No Injury,,41.80908,-71.42453,,,,,2
926306,2025-00057613,24-Jul-25,7:09,Bicycle,STEWART ST,FRIENDSHIP ST,Hansel Ventura,570,24-Jul-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Stop Signs,2,1,Non-Incapacitating,,41.81511,-71.41599,,1,,,1
926313,2025-00057663,24-Jul-25,11:01,Other,HOLLIS STREET,DIAMOND ST ,Hildenise Espanol,137,24-Jul-25,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction",No,No Controls,4,0,No Injury,,41.81062,-71.43007,,,,,2
926498,2025-00059782,24-Jul-25,22:00,Other,PIKE ST, S WATER ST,Jason Clancy,999,31-Jul-25,Unknown,Dry,Dark - Unknown Lighting,Clear,Unknown,"Yes, M/V and Driver Left Scene",Unknown,2,0,Unknown,,41.81771,-71.40083,,,,,2
926359,2025-00058193,26-Jul-25,0:43,Other,343 Broad St,,Oliveira,688,26-Jul-25,Unknown,Dry,Dark - Lighted,Clear,Rear End(Front-to-Rear),"Yes, M/V and Driver Left Scene",Unknown,2,0,No Injury,,,,,,,,2
926360,2025-00058207,26-Jul-25,1:24,Other,72 Mawney St ,,Lucas Oliveira,688,26-Jul-25,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,"Sideswipe, Same Direction","Yes, M/V and Driver Left Scene",No Controls,2,0,No Injury,,,,,,,,2
926370,2025-00058318,26-Jul-25,13:07,Pedestrian,MANTON AVE,CHAFFEE ST ,Ptlm. Castagliuolo,351,26-Jul-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,3,1,Complains Of Pain,,41.81867,-71.44557,1,,X,,1
926429,2025-00058918,29-Jul-25,13:45,Other,101 CRANSTON ST,,Raleek Byfield,375,29-Jul-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,3,0,No Injury,,41.81567,-71.42436,,,,,1
926455,2025-00059368,29-Jul-25,22:12,Pedestrian,CARPENTER ST,VINTON ST ,Ralph Abenante,511,29-Jul-25,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Non-Incapacitating,,41.81858,-71.42673,1,,,,1
926483,2025-00059661,30-Jul-25,23:19,Pedestrian,BROAD ST,FOSTER ST ,Lane,109,30-Jul-25,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,,41.81865,-71.41561,1,,,,1
926513,2025-00059996,1-Aug-25,4:35,Other,HOME AVE,BOLTON AVE ,Anthony Nuzzo,663,1-Aug-25,"Two-Way , Not Divided",Wet,Dark - Unknown Lighting,Rain,Rear End(Front-to-Rear),"Yes, M/V and Driver Left Scene",No Controls,2,0,No Injury,1,41.83639,-71.44552,,,,,2
926533,2025-00060134,1-Aug-25,16:00,Bicycle,BLACKSTONE BLVD,UPTON AVE ,Patrick Hourahan,243,1-Aug-25,One-Way Trafficway,Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,0,No Injury,,41.83924,-71.38567,,1,X,,1
926597,2025-00060166,1-Aug-25,17:44,Other,WHITEHALL ST,UNION AVE ,Alexander Frias,669,3-Aug-25,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sidwswipe, Opposite Direction",No,No Controls,6,0,No Injury,,41.80778,-71.4439,,,,,3
926566,2025-00060546,2-Aug-25,21:00,Pedestrian, BROAD ST,BROAD ST ,Lucas Ramalho,507,3-Aug-25,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Non-Incapacitating,,41.81369,-71.42159,1,,,,1
926567,2025-00060534,2-Aug-25,20:27,Pedestrian,BROAD ST,BROAD ST ,Lucas Ramalho,507,3-Aug-25,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,,41.81418,-71.42128,1,,,,1
926573,2025-00060600,2-Aug-25,10:15,Other,FOUNTAIN ST,EMPIRE ST ,Dondre Dacosta,662,3-Aug-25,One-Way Trafficway,Dry,Dark - Lighted,Clear,"Sideswipe, Same Direction","Yes, Driver Left Scene",No Controls,3,0,Unknown,,41.82245,-71.41699,,,,,3
926587,2025-00060822,3-Aug-25,16:01,Pedestrian,N MAIN ST,10TH ST ,Tyler Calandra,418,3-Aug-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,No Controls,3,1,Complains Of Pain,,41.85545,-71.40003,1,,X,,1
926601,2025-00060988,4-Aug-25,1:42,Other,WESTMINSTER ST,BRIDGHAM ST ,Samuel Sesay,612,4-Aug-25,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Unknown,1,1,Incapacitating,,41.8169,-71.42848,,,X,,2
926644,2025-00061176,4-Aug-25,16:15,Other,WASHINGTON ST,SNOW ST ,Ruben Morales,685,4-Aug-25,Unknown,Dry,Dark - Lighted,Clear,Unknown,"Yes, M/V and Driver Left Scene",No Controls,2,0,No Injury,,41.82242,-71.41564,,,,,2
926663,2025-00061353,5-Aug-25,7:20,Other,TELL STREET,KNIGHT ST ,Hildenise Espanol,137,5-Aug-25,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction",No,No Controls,4,0,No Injury,,41.82214,-71.4314,,,,,2
926745,2025-00062077,5-Aug-25,10:25,Pedestrian,UNION AVE,,Jason Clancy,999,8-Aug-25,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction","Yes, M/V and Driver Left Scene",Unknown,3,1,Complains Of Pain,,,,1,,,,1
926875,2025-00062982,5-Aug-25,14:00,Other,THAYER ST,MEETING ST ,Jason Clancy,999,12-Aug-25,One-Way Trafficway,Dry,Daylight,Clear,Unknown,"Yes, M/V and Driver Left Scene",Unknown,3,0,Unknown,,41.82921,-71.4008,,,,,2
926704,2025-00061751,6-Aug-25,15:38,Pedestrian,PUBLIC ST,BROAD ST ,Cassidy Simanski,132,6-Aug-25,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,2,1,Complains Of Pain,,41.80442,-71.41935,1,,X,,1
926740,2025-00062198,8-Aug-25,6:52,Other,BASSETT ST,HOPPIN ST ,Jephte Wagnac,141,8-Aug-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Rear End(Front-to-Rear),"Yes, M/V and Driver Left Scene",No Controls,2,1,Complains Of Pain,,41.8167,-71.41233,,,,,2
926757,2025-00062289,8-Aug-25,12:14,Pedestrian,PLAIN ST,LOCKWOOD ST ,Raleek Byfield,375,8-Aug-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,4,1,Complains Of Pain,,41.81163,-71.41171,1,,,,1
926770,2025-00062405,8-Aug-25,19:20,Pedestrian,LINDEN AVE,ELMWOOD AVE ,Tyler Calandra,418,8-Aug-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Other,No,No Controls,6,1,Complains Of Pain,,41.78614,-71.41946,1,,,,1
926797,2025-00062769,9-Aug-25,20:40,Other,Cranston St ,GILMORE ST ,Tyler Calandra,418,9-Aug-25,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Rear End(Front-to-Rear),No,No Controls,2,1,Complains Of Pain,,41.81375,-71.42733,,1,,,1
926803,2025-00062975,10-Aug-25,11:28,Other,DIKE STREET,ATWOOD STREET,Jephte Wagnac,141,10-Aug-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,3,0,No Injury,,,,,,,,2
926812,2025-00062876,10-Aug-25,1:56,Pedestrian,WESTMINSTER ST,EMPIRE ST ,Ralph Abenante,511,10-Aug-25,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Other,3,2,Complains Of Pain,,41.82097,-71.41532,2,,,,1
926884,2025-00063731,12-Aug-25,18:04,Pedestrian,BRIDGHAM ST,JUNCTION ST ,Raymond Criner,340,12-Aug-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,3,1,Complains Of Pain,,41.81277,-71.42388,1,,,,1
927100,2025-00063752,12-Aug-25,19:39,Other,BROAD ST,BROAD ST ,Nicolas Lafazia,369,20-Aug-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Rear End(Front-to-Rear),"Yes, M/V and Driver Left Scene",No Controls,2,0,No Injury,,41.7877,-71.40306,,,,,2
928472,2025-00063906,13-Aug-25,9:36,Pedestrian,PLAINFIELD ST,HARTFORD AVE ,Eder Delgado,580,26-Sep-25,One-Way Trafficway,Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,3,1,Complains Of Pain,,41.81667,-71.44389,1,,,,1
926939,2025-00064430,14-Aug-25,21:10,Other,HAWTHORNE AVE,BROAD ST ,Nicolas Lafazia,369,14-Aug-25,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,No Controls,2,1,Complains Of Pain,,41.79292,-71.40814,,1,X,,1
926959,2025-00064643,15-Aug-25,15:51,Other,BLACKSTONE ST,I 195 RELOCATION ,Matthew Carlone,602,15-Aug-25,Unknown,Dry,Daylight,Clear,Unknown,"Yes, M/V and Driver Left Scene",No Controls,2,0,Unknown,,41.81033,-71.40583,,,,,2
926965,2025-00064688,15-Aug-25,18:16,Other,SILVER LAKE AVE,PLAINFIELD ST ,Tyler Calandra,418,15-Aug-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,No Controls,4,1,Complains Of Pain,,41.80587,-71.46492,,1,,,1
926969,2025-00064741,15-Aug-25,21:20,Bicycle,North Main Street,Chace Avenue,Robert Raso,606,15-Aug-25,Unknown,Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,2,0,No Injury,,,,,1,,,1
926972,2025-00064583,15-Aug-25,11:35,Other,washington st,MEMORIAL BLVD ,Louis Gianfrancesco,350,16-Aug-25,One-Way Trafficway,Dry,Daylight,Clear,"Sideswipe, Same Direction",No,Traffic Control Signal,4,0,No Injury,2,41.82631,-71.41021,,,,,2
926987,2025-00065195,17-Aug-25,10:03,Other,Dudley street,CRARY STREET,Jephte Wagnac,141,17-Aug-25,Unknown,Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,0,No Injury,,,,,,,,2
926988,2025-00065207,17-Aug-25,11:21,Other,LOCKWOOD STREET,PRAIRIE AVE,Jephte Wagnac,141,17-Aug-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,2,0,No Injury,,,,,,,,2
927065,2025-00065887,19-Aug-25,18:34,Pedestrian,CHAD BROWN ST,JUNE ST ,Ptlm. Castagliuolo,351,19-Aug-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Non-Incapacitating,,41.84137,-71.42256,1,,,,1
927069,2025-00065874,19-Aug-25,17:43,Other,138 Seamens St. ,,Mark Roman,120,19-Aug-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Rear End(Front-to-Rear),No,No Controls,4,0,No Injury,,,,,,,,2
927096,2025-00066133,20-Aug-25,15:40,Pedestrian,ATWELLS AVE,MANTON AVE ,Tyler Calandra,418,20-Aug-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Other,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,,41.82536,-71.45441,1,,X,,1
927202,2025-00066538,20-Aug-25,10:00,Other,RICHMOND SQ,,J Clancy,999,25-Aug-25,Unknown,Dry,Daylight,Clear,"Sideswipe, Same Direction","Yes, M/V and Driver Left Scene",Unknown,5,0,Unknown,,,,,,,,2
927104,2025-00066214,21-Aug-25,2:59,Other,385 HUNTINGTON AVE,STATE HWY 10 S ,M. Suarez,689,21-Aug-25,One-Way Trafficway,Wet,Dark - Not Lighted,Rain,Rear End(Front-to-Rear),No,No Controls,3,0,No Injury,,41.80496,-71.44108,,,,,2
927114,2025-00066293,21-Aug-25,10:35,Other,FOUNTAIN ST ,EMPIRE ST ,Mariangie Ponder,150,21-Aug-25,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,2,1,Complains Of Pain,,41.82234,-71.41712,,1,,,1
927118,2025-00066320,21-Aug-25,12:53,Other,600 Broad St,Wesleyam Ave,Luis Quinilla,572,21-Aug-25,"Two-Way , Not Divided",Dry,Daylight,Cloudy,"Sidwswipe, Opposite Direction","Yes, M/V and Driver Left Scene",No Controls,3,0,No Injury,2,,,,,,,2
927132,2025-00066470,22-Aug-25,1:25,Other,12 EAGLE ST ,,Lucas Oliveira,688,22-Aug-25,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Rear - to - Side,"Yes, M/V and Driver Left Scene",No Controls,3,0,Unknown,,,,,,,,2
927145,2025-00066554,22-Aug-25,11:59,Bicycle,PAVILION AVE,EDDY ST ,Raleek Byfield,375,22-Aug-25,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,Traffic Control Signal,3,1,Non-Incapacitating,,41.79767,-71.40522,,1,,,1
927190,2025-00067303,24-Aug-25,15:43,Other,ROYAL LITTLE DRIVE,FELIX MIRANDO WAY ,Ian Quinn,102,24-Aug-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Unknown,"Yes, M/V and Driver Left Scene",No Controls,2,0,Unknown,2,41.85578,-71.40927,,,,,2
927265,2025-00067833,26-Aug-25,8:35,Pedestrian,ORMS ST,SMITH ST ,Ptlm. Castagliuolo,351,26-Aug-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,2,1,Non-Incapacitating,,41.83376,-71.42199,1,,,,1
927271,2025-00067933,26-Aug-25,15:20,Other,VALLEY STREET ,WOLCOTT ST ,Saramarie Cerullo,151,26-Aug-25,"Two-Way, Not Divided With a Continuous Left Turn Lane",Dry,Daylight,Clear,Angle (Front - to - Side) Same Direction,No,Stop Signs,3,1,Complains Of Pain,,41.829,-71.43331,,,,,2
927281,2025-00068033,26-Aug-25,22:00,Pedestrian,COLLEGE ST,COLLEGE ST ,Ralph Abenante,511,26-Aug-25,One-Way Trafficway,Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,3,1,Non-Incapacitating,,41.82564,-71.40784,1,,,,1
927311,2025-00067936,26-Aug-25,15:34,Other,ANCHOR ST,APPIAN ST ,Ryan Fernandes,125,27-Aug-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Same Direction,"Yes, M/V and Driver Left Scene",No Controls,3,0,Unknown,,41.84754,-71.42776,,,,,2
927293,2025-00068159,27-Aug-25,10:52,Bicycle,PINE ST,EAST FRANKLIN ST,Ptlm. Castagliuolo,351,27-Aug-25,One-Way Trafficway,Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Stop Signs,3,1,Complains Of Pain,,41.81724,-71.41505,,1,,,1
927303,2025-00068218,27-Aug-25,14:18,Pedestrian,NORTH MAIN ST,FROST ST ,Ptlm. Castagliuolo,351,27-Aug-25,"Two-Way, Divided, Positive Median Barrier",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,3,1,Incapacitating,,41.85064,-71.40279,1,,,,1
927390,2025-00069075,30-Aug-25,12:15,Other,HUNTINGTON AVE,DEXTER ST ,Manuel Vlaun,551,30-Aug-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Stop Signs,3,1,Complains Of Pain,,41.80092,-71.43152,,1,,,1
927413,2025-00069353,31-Aug-25,0:46,Other,MEMORIAL BLVD,WESTMINSTER ST ,Lucas Ramalho,507,31-Aug-25,"Two-Way, Divided, Positive Median Barrier",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,3,1,Complains Of Pain,,41.82548,-71.40904,,,X,,1
927415,2025-00069423,31-Aug-25,2:58,Pedestrian,BROADWAY,VINTON ST ,Irving Liriano,631,31-Aug-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Opposite Direction,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,,41.82007,-71.42819,1,,,,1
927438,2025-00069630,31-Aug-25,19:34,Other,LAUREL HILL AVE,CLEVELAND ST ,Nathaniel Colicci,534,31-Aug-25,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction","Yes, M/V and Driver Left Scene",No Controls,2,0,Unknown,,41.8156,-71.45584,,,,,2
927439,2025-00069611,31-Aug-25,18:10,Pedestrian,INDIA ST,S MAIN ST ,Kelsey Woodbine,633,31-Aug-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Other,No,Person,2,0,No Injury,,41.81634,-71.39893,1,,,,1
927440,2025-00069649,31-Aug-25,20:41,Bicycle,UNION AVE,ATWOOD ST ,Erik Lane,109,31-Aug-25,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Dark - Lighted,Clear,Other,No,No Controls,2,1,Complains Of Pain,,41.80815,-71.44248,,1,,,1
927595,2025-00069594,31-Aug-25,17:15,Other,PEARL ST,GAY ST,Ruben Morales,685,3-Sep-25,Unknown,Dry,Daylight,Clear,Unknown,"Yes, M/V and Driver Left Scene",Pavement Markings,2,0,Unknown,,,,,,,,2
927497,2025-00070138,2-Sep-25,10:48,Pedestrian,EMPIRE ST,WASHINGTON ST ,Michael Baldassare,568,2-Sep-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,0,No Injury,,41.82142,-71.41592,1,,,,1
927504,2025-00999994,2-Sep-25,13:21,Pedestrian,ROCHAMBEAU AVE ,BLACKSTONE BLVD ,Raleek Byfield,375,2-Sep-25,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Head-On (Front - to - Front),No,Stop Signs,2,2,Incapacitating,,41.84552,-71.38699,1,,,,1
927579,2025-00070389,3-Sep-25,8:23,Other,SMITH ST,ACADEMY AVE ,Jason Dennis,392,3-Sep-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,0,No Injury,,41.84281,-71.4457,,1,,,1
927586,2025-00070508,3-Sep-25,16:16,Other,Friendship St,DORRANCE ST ,Matthew Kelley,186,3-Sep-25,One-Way Trafficway,Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,Traffic Control Signal,3,1,Non-Incapacitating,,41.82197,-71.40949,,,X,,2
927588,2025-00070493,3-Sep-25,15:28,Pedestrian,FLORENCE ST,AMHERST ST ,Raymond Criner,340,3-Sep-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,4,1,Complains Of Pain,,41.82327,-71.4457,1,,,,1
927634,2025-00070868,4-Sep-25,17:39,Other,POWER ST,IVES ST ,Stephanie Teran,625,4-Sep-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),"Yes, M/V and Driver Left Scene",No Controls,2,0,No Injury,,41.82372,-71.3918,,,,,2
927637,2025-00070940,5-Sep-25,22:51,Pedestrian,LAUREL HILL AVE,PLAINFIELD ST ,Lane,109,5-Sep-25,One-Way Trafficway,Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,,41.81314,-71.45538,1,,,,1
927700,2025-00071307,5-Sep-25,22:12,Pedestrian,VALLEY ST,GENNARO PL ,Erik Lane,109,5-Sep-25,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,,41.82178,-71.4401,1,,,,1
927701,2025-00071318,5-Sep-25,23:14,Pedestrian,PLAINFIELD ST,RALPH ST ,Erik Lane,109,5-Sep-25,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,,41.81344,-71.45364,1,,,,1
927725,2025-00071158,5-Sep-25,15:08,Other,NIAGARA ST,LEXINGTON AVE ,Ruben Morales,685,6-Sep-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Unknown,"Yes, M/V and Driver Left Scene",No Controls,2,0,Unknown,,41.79929,-71.41901,,,,,2
927726,2025-00071149,5-Sep-25,14:30,Pedestrian,Broad St,Lockwood st,Conor Fleurant,171,6-Sep-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,2,Complains Of Pain,2,,,1,,X,,1
