CrashReportId,ReportNumber,CrashDate,CrashTime,TypeOfCollision,Collision Type,StreetOrHighway,NearestIntersection,Officer,Badge,ReportDate,TypeOfRoadway,RoadSurfaceCondition,LightCondition,WeatherCondition,MannerofImpact,HitAndRun,TrafficControl,PersonCount,InjuryCount,MostSeriousInjury,NumberofVehicles,NumberOfLanes,Latitude,Longitude
925544,2025-00048855,2025-06-27,11:41:00 PM,Vehicle - Vehicle,,W RIVER ST,BRANCH AVE,Lane,109,2025-06-27,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Dark - Lighted,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,Traffic Control Signal,2,1,Complains Of Pain,2,,41.8469,-71.41269
925546,2025-00048919,2025-06-27,7:30:00 AM,Vehicle - Object,,THURBERS AVE,ALLENS AVE,Ptlm. Castagliuolo,351,2025-06-27,One-Way Trafficway,Dry,Daylight,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,1,1,Complains Of Pain,1,,41.80128,-71.40087
925551,2025-00048935,2025-06-27,8:52:00 AM,Vehicle - Pedestrian,Pedestrian,HOPE ST,CUSHING ST,Ptlm. Castagliuolo,351,2025-06-27,"Two-Way , Not Divided",Dry,Daylight,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,2,1,Complains Of Pain,1,,41.83019,-71.39872
925547,2025-00048696,2025-06-26,9:53:00 AM,Vehicle - Parked Vehicle,,CHESTNUT ST,SOUTH ST,Jason Clancy,999,2025-06-27,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction",No,Unknown,3,0,Unknown,2,,41.81711,-71.4086
925548,2025-00048927,2025-06-26,5:24:00 PM,Vehicle - Vehicle,,SMITH ST,PECKHAM AVE,Quincy Griffin,970,2025-06-27,"Two-Way , Not Divided",Dry,Daylight,Clear,Rear End(Front-to-Rear),"Yes, M/V and Driver Left Scene",Traffic Control Signal,2,0,Unknown,2,,41.84769,-71.45538
925545,2025-00048645,2025-06-26,9:33:00 AM,Vehicle - Vehicle,,PALLAS ST,CARPENTER ST,Michelle Nunez,140,2025-06-27,"Two-Way , Not Divided",Wet,Daylight,Rain,Angle (Front - to - Side) Opposite Direction,No,Stop Signs,3,0,No Injury,2,,41.81991,-71.42373
925541,2025-00048756,2025-06-26,4:26:00 PM,Vehicle - Vehicle,,POINT ST,PLAIN ST,Cassidy Simanski,132,2025-06-26,One-Way Trafficway,Dry,Daylight,Cloudy,Angle (Front - to - Side) Same Direction,No,Traffic Control Signal,3,0,No Injury,2,,41.81489,-71.41371
925542,2025-00048763,2025-06-26,5:04:00 PM,Vehicle - Vehicle,,SACKETT ST,BROAD ST,Ruben Morales,685,2025-06-26,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction","Yes, M/V and Driver Left Scene",No Controls,3,0,No Injury,3,,41.79609,-71.41233
925535,2025-00048708,2025-06-26,3:18:00 PM,Vehicle - Vehicle,,HOPE ST,OLNEY ST,Kelsey Woodbine,633,2025-06-26,"Two-Way , Not Divided",Dry,Daylight,Cloudy,Rear End(Front-to-Rear),No,No Controls,2,0,No Injury,2,,41.83565,-71.40156
925536,2025-00048719,2025-06-26,3:39:00 PM,Vehicle - Vehicle,,SMITHFIELD AVE,SMITHFIELD AVE,D. Hernandez,148,2025-06-26,"Two-Way , Not Divided",Dry,Daylight,Clear,Rear End(Front-to-Rear),No,Traffic Control Signal,2,1,Complains Of Pain,2,,41.85584,-71.40777
925537,2025-00048759,2025-06-26,5:07:00 PM,Vehicle - Vehicle,,SMITH ST,RUGGLES ST,Ptlm. Castagliuolo,351,2025-06-26,"Two-Way , Not Divided",Dry,Daylight,Cloudy,Angle (Front - to - Side) Right Angle (Includes Broadside),No,Stop Signs,5,2,Complains Of Pain,2,,41.83616,-71.42816
925538,2025-00048751,2025-06-26,4:44:00 PM,Vehicle - Vehicle,,414 Smithfield Ave,,Mark Roman,120,2025-06-26,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,No Controls,6,1,Complains Of Pain,3,,,
925539,2025-00048703,2025-06-26,3:02:00 PM,Vehicle - Vehicle,,CHALKSTONE AVE,PEKIN ST,David Palumbo,106,2025-06-26,"Two-Way , Not Divided",Dry,Daylight,Cloudy,Angle (Front - to - Side) Right Angle (Includes Broadside),"Yes, M/V and Driver Left Scene",No Controls,3,0,No Injury,2,,41.83563,-71.4241
925524,2025-00048592,2025-06-26,1:20:00 AM,Vehicle - Parked Vehicle,,281 Ohio Ave,VIRGINIA AVE,Patrolwoman Viera,678,2025-06-26,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Angle (Front - to - Side) Same Direction,No,No Controls,3,0,No Injury,2,,41.78901,-71.40098
925529,2025-00048638,2025-06-26,9:00:00 AM,Vehicle - Vehicle,,HOPE ST,LLOYD AVE,George Pereira,421,2025-06-26,"Two-Way , Not Divided",Wet,Daylight,Rain,Rear End(Front-to-Rear),No,Traffic Control Signal,2,0,No Injury,2,,41.83161,-71.3998
925530,2025-00048659,2025-06-26,11:18:00 AM,Vehicle - Vehicle,,PLUM ST,OXFORD ST,John Palmer,101,2025-06-26,"Two-Way , Not Divided",Wet,Unknown,Rain,"Sideswipe, Same Direction","Yes, M/V and Driver Left Scene",No Controls,1,0,Unknown,2,,41.80078,-71.41492
925531,2025-00048661,2025-06-26,11:29:00 AM,Vehicle - Vehicle,,ELMWOOD AVE,BELLEVUE AVE,Matthew LeClerc,180,2025-06-26,"Two-Way , Not Divided",Wet,Daylight,Rain,Rear End(Front-to-Rear),No,Traffic Control Signal,3,0,No Injury,2,2,41.80708,-71.42487
925532,2025-00048690,2025-06-26,1:38:00 PM,Vehicle - Vehicle,,BRANCH AVE,BRANCH AVE EXIT 24,John Palmer,101,2025-06-26,"Two-Way , Not Divided",Dry,Daylight,Cloudy,Rear End(Front-to-Rear),No,Traffic Control Signal,2,0,No Injury,2,,41.84624,-71.41149
925556,2025-00048626,2025-06-26,7:50:00 AM,Vehicle - Parked Vehicle,,LOWELL AVE,LOWELL AVE,Ajay Subramaniam,569,2025-06-27,"Two-Way , Not Divided",Wet,Daylight,Rain,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,0,No Injury,2,,41.81275,-71.45896
925603,2025-00048753,2025-06-26,4:49:00 PM,Vehicle - Vehicle,,WATERMAN ST,COOKE ST,Luis Pelaez,336,2025-06-29,One-Way Trafficway,Dry,Daylight,Cloudy,Angle (Front - to - Side) Right Angle (Includes Broadside),No,Stop Signs,3,0,No Injury,2,,41.82762,-71.39548
925654,2025-00050265,2025-06-26,11:15:00 AM,Vehicle - Parked Vehicle,,BENEFIT ST,COLLEGE ST,Ptlm. Castagliuolo,351,2025-07-01,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sidwswipe, Opposite Direction",No,No Controls,3,0,No Injury,2,,41.82581,-71.40671
925660,2025-00048712,2025-06-26,5:00:00 PM,Vehicle - Vehicle,,Hanover St,Cranston St,Conor Fleurant,171,2025-07-01,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction",No,No Controls,3,0,No Injury,3,2,,
925677,2025-00048354,2025-06-25,9:44:00 AM,Vehicle - Parked Vehicle,,N/A,,Gustavo Genao,135,2025-07-02,Unknown,Dry,Daylight,Clear,Angle (Front - to - Side) Same Direction,No,No Controls,3,0,No Injury,2,,,
925651,2025-00048419,2025-06-25,2:27:00 PM,Vehicle - Vehicle,,MEMORIAL BLVD,STEEPLE ST,Michael Baldassare,568,2025-07-01,One-Way Trafficway,Dry,Daylight,Clear,"Sideswipe, Same Direction",No,Traffic Control Signal,3,0,No Injury,2,,41.82677,-71.41063
925913,2025-00053012,2025-06-25,12:10:00 PM,Vehicle - Vehicle,,HOPE ST,,Jason Clancy,999,2025-07-10,"Two-Way , Not Divided",Dry,Daylight,Clear,Unknown,"Yes, M/V and Driver Left Scene",Unknown,4,0,Unknown,2,,41.8567,-71.39122
925558,2025-00048446,2025-06-25,4:20:00 PM,Vehicle - Pedestrian,Bicycle,ELMWOOD AVE,ELMWOOD AVE,Kelsa Heron,133,2025-06-27,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,1,,41.8112,-71.42317
925555,2025-00048950,2025-06-25,8:14:00 AM,Vehicle - Vehicle,,FRANCIS ST,MEMORIAL BLVD,Jason Clancy,999,2025-06-27,Unknown,Dry,Daylight,Clear,Other,No,Unknown,3,0,No Injury,2,,41.82593,-71.41536
925521,2025-00048572,2025-06-25,11:42:00 PM,Vehicle - Vehicle,,DODGE ST,BOOTH AVE,Karen Milian,673,2025-06-26,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Rear End(Front-to-Rear),No,No Controls,3,0,No Injury,2,,,
925527,2025-00048392,2025-06-25,12:37:00 PM,Vehicle - Vehicle,,ADMIRAL STREET,MIDDLE DRIVE,Giuseppe Scarcello,485,2025-06-26,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction",No,No Controls,3,0,No Injury,2,,41.81973,-71.43744
925519,2025-00048492,2025-06-25,7:06:00 PM,Vehicle - Pedestrian,Pedestrian,79 elmwood ave,,Tyler Cargill,619,2025-06-25,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction","Yes, M/V and Driver Left Scene",No Controls,3,0,No Injury,2,,,
925515,2025-00048433,2025-06-25,3:53:00 PM,Vehicle - Pedestrian,Pedestrian,ASHBURTON ST,RANDALL ST,Ptlm. Castagliuolo,351,2025-06-25,One-Way Trafficway,Dry,Daylight,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,3,1,Incapacitating,1,,41.83611,-71.41234
925516,2025-00048391,2025-06-25,12:36:00 PM,Vehicle - Parked Vehicle,,DOUGLAS AVE,CONCANNON ST,Ptlm. Castagliuolo,351,2025-06-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,0,No Injury,2,,41.85337,-71.43807
925534,2025-00048459,2025-06-25,5:02:00 PM,Vehicle - Vehicle,,SMITH ST,PARK ST,Christian Main,145,2025-06-26,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Rear End(Front-to-Rear),No,Traffic Control Signal,4,0,No Injury,2,4,,
925500,2025-00048029,2025-06-25,8:17:00 AM,Vehicle - Parked Vehicle,,Broadway,DEAN ST,Luis Boror,575,2025-06-25,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sidwswipe, Opposite Direction",No,Traffic Control Signal,2,0,No Injury,2,,41.82136,-71.4227
925507,2025-00048363,2025-06-25,10:12:00 AM,Vehicle - Vehicle,,EDDY ST,RICHMOND ST,M. Suarez,689,2025-06-25,"Two-Way, Divided, Positive Median Barrier",Dry,Daylight,Clear,Angle (Front - to - Side) Same Direction,No,Stop Signs,5,0,No Injury,2,,41.81572,-71.40666
925509,2025-00048407,2025-06-25,1:38:00 PM,Vehicle - Object,,ALDINE ST,ALMIRA AVE,Elizabeth Pedchenko,498,2025-06-25,One-Way Trafficway,Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,1,1,Complains Of Pain,1,,41.83082,-71.45371
925510,2025-00048393,2025-06-25,12:38:00 PM,Vehicle - Vehicle,,BRANCH AVE,CYPRESS ST,Jeann Lugo,543,2025-06-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Rear End(Front-to-Rear),No,Traffic Control Signal,2,0,No Injury,2,,41.84231,-71.40821
925512,2025-00048332,2025-06-25,7:56:00 AM,Vehicle - Vehicle,,CRANSTON ST,MESSER ST,Ptlm. Castagliuolo,351,2025-06-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Opposite Direction,No,Stop Signs,5,0,No Injury,2,,41.80963,-71.43345
925513,2025-00048437,2025-06-25,3:59:00 PM,Vehicle - Vehicle,,BRANCH AVE,CHATHAM ST,Ian Quinn,102,2025-06-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Rear End(Front-to-Rear),No,No Controls,5,0,No Injury,2,2,41.84873,-71.41664
925511,2025-00048108,2025-06-24,1:26:00 PM,Vehicle - Parked Vehicle,,WASHINGTON ST,GREENE ST,Cassidy Simanski,132,2025-06-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Same Direction,No,No Controls,7,0,No Injury,2,,41.82076,-71.41794
925504,2025-00048103,2025-06-24,10:00:00 AM,Vehicle - Vehicle,,SMITHFIELD AVE,SILVER SPRING ST,Jason Clancy,999,2025-06-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Rear End(Front-to-Rear),No,Unknown,3,0,Unknown,2,,41.85662,-71.41084
925479,2025-00048039,2025-06-24,9:38:00 AM,Vehicle - Vehicle,,UPTON AVE,BLACKSTONE BLVD,Domingo Diaz,519,2025-06-24,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,0,No Injury,2,,41.83957,-71.38575
925480,2025-00048036,2025-06-24,9:15:00 AM,Vehicle - Object,,12 Elmdale Ave,WHITEHALL ST,Jeann Lugo,543,2025-06-24,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Complains Of Pain,1,,41.80835,-71.44443
925486,2025-00048101,2025-06-24,12:54:00 PM,Vehicle - Vehicle,,KILLINGLY STREET,PAOLINO ST,Jephte Wagnac,141,2025-06-24,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Opposite Direction,No,No Controls,3,2,Complains Of Pain,2,,41.81795,-71.46772
925487,2025-00048109,2025-06-24,1:35:00 PM,Vehicle - Vehicle,,promenade st,KINSLEY AVE,Albert Pereira,111,2025-06-24,"Two-Way , Not Divided",Dry,Daylight,Clear,Rear End(Front-to-Rear),No,No Controls,2,1,Complains Of Pain,2,,41.82921,-71.42317
925488,2025-00048124,2025-06-24,2:39:00 PM,Vehicle - Parked Vehicle,,524 CRANSTON ST,,Sean Cooney,523,2025-06-24,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction",No,No Controls,3,0,No Injury,2,,,
925489,2025-00048120,2025-06-24,2:38:00 PM,Vehicle - Pedestrian,Pedestrian,North Main St,DOYLE AVE,Tyler Calandra,418,2025-06-24,"Two-Way , Not Divided",Dry,Daylight,Clear,Other,No,No Controls,3,1,Complains Of Pain,1,,41.83817,-71.40927
925472,2025-00048025,2025-06-24,7:40:00 AM,Vehicle - Vehicle,,LOCKWOOD ST,PLAIN ST,Hansel Ventura,570,2025-06-24,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction",No,No Controls,4,0,No Injury,2,,41.81149,-71.41186
925482,2025-00048089,2025-06-24,12:20:00 PM,Vehicle - Vehicle,,ATWELLS AVE,ATWELLS AVE,Cassidy Simanski,132,2025-06-24,One-Way Trafficway,Dry,Daylight,Clear,Rear End(Front-to-Rear),No,Traffic Control Signal,4,0,No Injury,2,,41.82306,-71.41937
925483,2025-00048095,2025-06-24,12:30:00 PM,Vehicle - Parked Vehicle,,BRANCH AVE,,Domingo Diaz,519,2025-06-24,"Two-Way , Not Divided",Dry,Daylight,Clear,Rear - to - Rear,"Yes, M/V and Driver Left Scene",No Controls,4,0,No Injury,2,,41.8437,-71.40878
925484,2025-00048100,2025-06-24,12:42:00 PM,Vehicle - Vehicle,,FELIX MIRANDO WAY,ROYAL LITTLE DR,Albert Pereira,111,2025-06-24,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,No Controls,2,0,No Injury,2,,41.85152,-71.41218
925491,2025-00048125,2025-06-24,2:58:00 PM,Vehicle - Parked Vehicle,,ANGELL ST,THAYER ST,Stephanie Teran,625,2025-06-24,One-Way Trafficway,Dry,Daylight,Clear,"Sideswipe, Same Direction",No,No Controls,3,0,No Injury,2,,41.82812,-71.40039
925492,2025-00048146,2025-06-24,4:02:00 PM,Vehicle - Vehicle,,MELROSE ST,ATLANTIC AVE,Andrew Brodeur,158,2025-06-24,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,No Controls,2,0,No Injury,2,2,,
925493,2025-00048170,2025-06-24,5:54:00 PM,Vehicle - Vehicle,,SMITHFIELD AVE,COLLYER ST,Michael Gammino,491,2025-06-24,"Two-Way, Not Divided With a Continuous Left Turn Lane",Dry,Daylight,Clear,"Sideswipe, Same Direction",No,Flashing Traffic Control Signal,3,0,No Injury,2,,41.85428,-71.40363
925494,2025-00048134,2025-06-24,3:44:00 PM,Vehicle - Vehicle,,ELMWOOD AVE,CROMWELL ST,Cassidy Simanski,132,2025-06-24,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),"Yes, M/V and Driver Left Scene",No Controls,4,0,No Injury,2,,41.80875,-71.42464
925495,2025-00048145,2025-06-24,3:52:00 PM,Vehicle - Parked Vehicle,,102 Congress ave,MELROSE ST,Cassidy Simanski,132,2025-06-24,"Two-Way , Not Divided",Dry,Daylight,Clear,Unknown,"Yes, M/V and Driver Left Scene",No Controls,2,0,No Injury,2,,41.79943,-71.42321
925496,2025-00048215,2025-06-24,9:10:00 PM,Vehicle - Vehicle,,CHALKSTONE AVE,ACADEMY AVE,Erik Lane,109,2025-06-24,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Dark - Lighted,Clear,Rear End(Front-to-Rear),No,Traffic Control Signal,2,0,No Injury,2,,41.83245,-71.44453
925497,2025-00048228,2025-06-24,,Vehicle - Parked Vehicle,,87 VINTON ST,,Sean Cooney,523,2025-06-24,One-Way Trafficway,Dry,Unknown,Clear,"Sideswipe, Same Direction","Yes, M/V and Driver Left Scene",No Controls,1,0,Unknown,2,,,
925498,2025-00048182,2025-06-24,6:33:00 PM,Vehicle - Vehicle,,FARM ST,KIMBALL ST,Peyton Ginolfi,657,2025-06-24,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Same Direction,No,No Controls,3,2,Complains Of Pain,2,,41.83654,-71.44898
925499,2025-00048225,2025-06-24,9:38:00 PM,Vehicle - Parked Vehicle,,1 ORMS ST,STATE ST,Colby Berciano,671,2025-06-24,Unknown,Dry,Dark - Lighted,Clear,Rear End(Front-to-Rear),No,No Controls,4,2,Complains Of Pain,2,,41.83483,-71.41326
925543,2025-00048122,2025-06-24,2:52:00 PM,Vehicle - Pedestrian,Pedestrian,Dean St,BOWDITCH PL,Ruben Morales,685,2025-06-26,Unknown,Dry,Daylight,Clear,Rear - to - Side,"Yes, M/V and Driver Left Scene",No Controls,2,0,No Injury,2,,41.81996,-71.42136
925518,2025-00048222,2025-06-24,9:21:00 PM,Vehicle - Vehicle,,UNION AVE,ALTHEA ST,Ruben Morales,685,2025-06-25,"Two-Way , Not Divided",Dry,Dusk,Clear,Angle (Front - to - Side) Same Direction,"Yes, M/V and Driver Left Scene",No Controls,7,4,Complains Of Pain,2,,41.80931,-71.43831
925528,2025-00048072,2025-06-24,11:23:00 AM,Vehicle - Vehicle,,COLFAX ST,PRAIRIE AVE,Matthew Sheridan,229,2025-06-26,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Same Direction,"Yes, M/V and Driver Left Scene",No Controls,1,0,No Injury,2,,41.79953,-71.41226
925557,2025-00048232,2025-06-24,9:59:00 PM,Vehicle - Parked Vehicle,,THAYER ST,MEETING ST,Stephanie Teran,625,2025-06-27,One-Way Trafficway,Dry,Dark - Lighted,Clear,Angle (Front - to - Side) Same Direction,No,No Controls,5,0,No Injury,2,,41.82954,-71.40084
925672,2025-00048085,2025-06-24,12:11:00 PM,Vehicle - Vehicle,,EAST FRANKLIN,CLIFFORD,Nathaniel Eastman,112,2025-07-01,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction",No,No Controls,2,0,No Injury,2,,,
925748,2025-00048269,2025-06-24,11:50:00 PM,Vehicle - Parked Vehicle,,593 EDDY STREET,,Tyler Houlihan,617,2025-07-04,Unknown,Dry,Dark - Lighted,Cloudy,Unknown,"Yes, M/V and Driver Left Scene",No Controls,1,0,Unknown,2,,41.80625,-71.40506
925469,2025-00047978,2025-06-24,12:45:00 AM,Vehicle - Object,,CHALKSTONE AVE,ROSEBANK AVE,Lane,109,2025-06-24,"Two-Way, Divided, Positive Median Barrier",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,0,No Injury,1,,41.83397,-71.43455
925470,2025-00047888,2025-06-24,6:38:00 PM,Vehicle - Parked Vehicle,,Broad St,BROAD ST,Hannabeth Mendez,675,2025-06-24,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, Driver Left Scene",No Controls,3,0,Unknown,2,,41.81639,-71.41912
925468,2025-00047805,2025-06-23,2:13:00 PM,Vehicle - Parked Vehicle,,SALMON ST,KING ST,Cesar Franco,668,2025-06-24,"Two-Way , Not Divided",Dry,Daylight,Clear,Unknown,"Yes, M/V and Driver Left Scene",No Controls,1,0,No Injury,2,,41.82418,-71.45466
925460,2025-00047829,2025-06-23,6:49:00 PM,Vehicle - Vehicle,,GLENBRIDGE AVE,HARTFORD AVE,Brendan O'Brien,667,2025-06-23,Unknown,Dry,Daylight,Clear,"Sideswipe, Same Direction","Yes, M/V and Driver Left Scene",No Controls,1,0,No Injury,2,,41.81924,-71.46142
925461,2025-00047906,2025-06-23,7:59:00 PM,Vehicle - Parked Vehicle,,WENDELL ST,CRANSTON ST,David Monteiro,613,2025-06-23,One-Way Trafficway,Dry,Daylight,Clear,Rear End(Front-to-Rear),"Yes, M/V and Driver Left Scene",No Controls,2,0,No Injury,2,,41.81137,-71.43232
925462,2025-00047856,2025-06-23,4:43:00 PM,Vehicle - Vehicle,,EDDY ST,ERNEST ST,Nicholas Manfredi,343,2025-06-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Rear End(Front-to-Rear),No,Traffic Control Signal,3,0,No Injury,3,,41.79509,-71.4045
925464,2025-00047964,2025-06-23,11:53:00 PM,Vehicle - Object,,CHALKSTONE AVENUE,LISBON ST,David Monteiro,613,2025-06-24,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Head-On (Front - to - Front),"Yes, Driver Left Scene",No Controls,3,0,Unknown,1,,41.83368,-71.43555
925451,2025-00047811,2025-06-23,2:27:00 PM,Vehicle - Vehicle,,ALVERSON AVENUE,PLAINFIELD STREET,Patrolwoman Addai,513,2025-06-23,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction",No,No Controls,2,0,No Injury,2,2,,
925452,2025-00047830,2025-06-23,3:32:00 PM,Vehicle - Vehicle,,NORTH MAIN STREET,N MAIN ST,Manuel Tueros,621,2025-06-23,One-Way Trafficway,Dry,Daylight,Clear,"Sideswipe, Same Direction",No,No Controls,4,0,No Injury,2,,41.83656,-71.40993
925456,2025-00047837,2025-06-23,3:10:00 PM,Vehicle - Parked Vehicle,,CORLISS STREET,CHARLES ST,Ian Quinn,102,2025-06-23,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction",No,No Controls,4,0,No Injury,2,2,41.83862,-71.41402
925458,2025-00047858,2025-06-23,4:47:00 PM,Vehicle - Vehicle,,HUNTINGTON AVE,PLYMOUTH ST,Cory Nicholls,609,2025-06-23,One-Way Trafficway,Dry,Daylight,Clear,Angle (Front - to - Side) Same Direction,No,Stop Signs,2,1,Complains Of Pain,2,,41.80116,-71.43223
925429,2025-00047670,2025-06-23,1:03:00 AM,Vehicle - Parked Vehicle,,CRANSTON ST,ALTHEA ST,Lucas Ramalho,507,2025-06-23,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Angle (Front - to - Side) Same Direction,No,No Controls,3,0,Unknown,2,,41.80764,-71.43516
925430,2025-00047707,2025-06-23,5:22:00 AM,Vehicle - Parked Vehicle,,APPLEGATE LN,RICHARDSON ST,Alexandra Dzialo,616,2025-06-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Rear End(Front-to-Rear),"Yes, M/V and Driver Left Scene",Unknown,1,0,Unknown,2,,41.79905,-71.40707
925439,2025-00047752,2025-06-23,10:26:00 AM,Vehicle - Parked Vehicle,,Public St,BURNETT ST,Matthew Sheridan,229,2025-06-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,0,No Injury,2,,41.80268,-71.42418
925441,2025-00047749,2025-06-23,10:03:00 AM,Vehicle - Parked Vehicle,,WAYLAND AVE,WATERMAN ST,Jeann Lugo,543,2025-06-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle - Direction Not Specified,"Yes, M/V and Driver Left Scene",No Controls,3,0,No Injury,2,,41.82828,-71.38847
925445,2025-00047734,2025-06-23,8:38:00 AM,Vehicle - Vehicle,,gano st,WICKENDEN ST,Michael Cifuentes,330,2025-06-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Opposite Direction,No,No Controls,4,0,No Injury,2,,41.82044,-71.38958
925447,2025-00047786,2025-06-23,1:11:00 PM,Vehicle - Vehicle,,HUNTINGTON AVE,DEXTER ST,Matthew LeClerc,180,2025-06-23,One-Way Trafficway,Dry,Daylight,Clear,"Sideswipe, Same Direction",No,No Controls,4,0,No Injury,2,1,41.80092,-71.43152
925449,2025-00047790,2025-06-23,1:21:00 PM,Vehicle - Vehicle,,THAYER ST,MANNING WALK,Jeann Lugo,543,2025-06-23,One-Way Trafficway,Dry,Daylight,Clear,Rear End(Front-to-Rear),No,No Controls,3,0,No Injury,2,,41.82636,-71.40045
926332,2025-00047787,2025-06-23,1:14:00 PM,Vehicle - Parked Vehicle,,BROAD ST,CYR ST,Waldorf Pognon,501,2025-07-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Unknown,"Yes, M/V and Driver Left Scene",No Controls,1,0,No Injury,2,2,41.787,-71.40247
