row_number	crash_date	crash_report_id	crash_time	collision_type	street_or_highway	nearest_intersection	report_date	type_of_roadway	road_surface_condition	light_condition	weather_condition	manner_of_impact	hit_and_run	traffic_control	person_count	injury_count	most_serious_injury	number_of_lanes	lat_raw	lon_raw	count_pedestrian	count_bicycle	scooter	wheel_chair	number_of_vehicles	has_st_number	is_intersection_null	address_sent_to_geocoder	is_address_blank	lon_api_first_try	lat_api_first_try	type	loctype	address_returned_by_geocoder	address_returned_by_autocomplete	place_ids_autocompleted	lat_api_second_try	lon_api_second_try	lat_api_best	lon_api_best	distance_btwn_coords_meters
262	2025-07-13	926023	22:41:00	Bicycle	PARK ST	BROWNELL ST	2025-07-14	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Non-Incapacitating	NA	41.83023	-71.41735	NA	1	TRUE	FALSE	1	FALSE	FALSE	Park Street and Brownell Street, Providence, RI, USA	FALSE	-71.4187672	41.8303508	route	geometric_center	brownell st, providence, ri 02908, usa	NA	NA	NA	NA	41.8303508	-71.4187672	118.31882204347328
264	2025-07-13	926058	03:05:00	Pedestrian	PINE ST	NA	2025-07-15	Unknown	Dry	Dark - Unknown Lighting	Clear	Head-On (Front - to - Front)	Yes, M/V and Driver Left Scene	Unknown	1	0	Unknown	NA	NA	NA	1	NA	FALSE	FALSE	1	FALSE	TRUE	Pine Street, Providence, RI, USA	FALSE	-71.4148938	41.8173996	route	geometric_center	pine st, providence, ri, usa	NA	NA	NA	NA	41.8173996	-71.4148938	NA
265	2025-07-14	926046	17:17:00	Pedestrian	WATERMAN ST	THAYER ST	2025-07-14	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	2	1	Complains Of Pain	NA	41.82728	-71.40054	1	NA	FALSE	FALSE	1	FALSE	FALSE	Waterman Street and Thayer Street, Providence, RI, USA	FALSE	-71.4005614	41.8272885	intersection	geometric_center	thayer st & waterman st, providence, ri 02906, usa	NA	NA	NA	NA	41.8272885	-71.4005614	2.011581772236796
267	2025-07-14	926083	14:30:00	Pedestrian	SUMMIT AVE	NA	2025-07-16	Unknown	Dry	Daylight	Clear	Other	Yes, M/V and Driver Left Scene	Unknown	1	0	Unknown	NA	NA	NA	1	NA	FALSE	FALSE	1	FALSE	TRUE	Summit Ave, Providence, RI, USA	FALSE	-71.3982359	41.850554	route	geometric_center	summit ave, providence, ri 02906, usa	NA	NA	NA	NA	41.850554	-71.3982359	NA
269	2025-07-15	926131	08:15:00	Pedestrian	N MAIN ST	NORTH CT	2025-07-18	One-Way Trafficway	Dry	Daylight	Clear	Other	Yes, M/V and Driver Left Scene	Unknown	2	1	Complains Of Pain	NA	41.82916	-71.40982	1	NA	FALSE	FALSE	1	FALSE	FALSE	N Main Street and North Ct, Providence, RI, USA	FALSE	-71.40980619999999	41.8291528	intersection	geometric_center	n court st & n main st, providence, ri 02903, usa	NA	NA	NA	NA	41.8291528	-71.40980619999999	1.3973933515657988
272	2025-07-17	926117	15:49:00	Bicycle	Chad Brown St	CAMDEN AVE	2025-07-17	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	No Controls	2	1	Complains Of Pain	NA	41.83888	-71.42671	NA	1	FALSE	FALSE	1	FALSE	FALSE	Chad Brown Street and Camden Ave, Providence, RI, USA	FALSE	-71.4267042	41.8388958	intersection	geometric_center	chad brown st & camden ave, providence, ri 02908, usa	NA	NA	NA	NA	41.8388958	-71.4267042	1.823439817151021
273	2025-07-17	926127	23:15:00	Pedestrian	WESTMINSTER ST	PARADE ST	2025-07-17	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.81634	-71.43354	1	NA	FALSE	FALSE	1	FALSE	FALSE	Westminster Street and Parade Street, Providence, RI, USA	FALSE	-71.43357139999999	41.8163709	intersection	geometric_center	westminster st & parade st, providence, ri 02909, usa	NA	NA	NA	NA	41.8163709	-71.43357139999999	4.314922458650479
274	2025-07-17	926134	11:30:00	Pedestrian	CHARLES ST	NA	2025-07-18	Unknown	Dry	Daylight	Clear	Other	No	Unknown	2	1	Complains Of Pain	NA	NA	NA	1	NA	FALSE	FALSE	1	FALSE	TRUE	Charles Street, Providence, RI, USA	FALSE	-71.4195067	41.8473644	route	geometric_center	charles st, providence, ri, usa	NA	NA	NA	NA	41.8473644	-71.4195067	NA
275	2025-07-19	926153	03:59:00	Pedestrian	SPICER ST	BERNARD ST	2025-07-19	Two-Way, Not Divided With a Continuous Left Turn Lane	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	6	1	Complains Of Pain	NA	41.79118	-71.40602	1	NA	FALSE	FALSE	1	FALSE	FALSE	Spicer Street and Bernard Street, Providence, RI, USA	FALSE	-71.407823	41.7905368	intersection	geometric_center	bernard st & spicer st, providence, ri 02905, usa	NA	NA	NA	NA	41.7905368	-71.407823	165.8924970557664
276	2025-07-19	926168	12:53:00	Pedestrian	BROAD ST	CAHIR ST	2025-07-19	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	2	0	No Injury	NA	41.81692	-71.41795	1	NA	FALSE	FALSE	1	FALSE	FALSE	Broad Street and Cahir Street, Providence, RI, USA	FALSE	-71.4178933	41.8169555	intersection	geometric_center	broad st & cahir st, providence, ri 02903, usa	NA	NA	NA	NA	41.8169555	-71.4178933	6.143717235691699
277	2025-07-19	926171	16:31:00	Pedestrian	ADELAIDE AVE	HAMILTON ST	2025-07-19	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	3	1	Complains Of Pain	NA	41.79739	-71.42014	1	NA	TRUE	FALSE	1	FALSE	FALSE	Adelaide Ave and Hamilton Street, Providence, RI, USA	FALSE	-71.4201523	41.7974111	intersection	geometric_center	adelaide ave & hamilton st, providence, ri 02907, usa	NA	NA	NA	NA	41.7974111	-71.4201523	2.561059395744158
279	2025-07-20	926196	18:47:00	Bicycle	ERNEST ST	ALLENS AVE	2025-07-20	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Dusk	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.79481	-71.39793	NA	1	FALSE	FALSE	1	FALSE	FALSE	Ernest Street and Allens Ave, Providence, RI, USA	FALSE	-71.3979148	41.7948452	intersection	geometric_center	allens ave & ernest st, providence, ri 02905, usa	NA	NA	NA	NA	41.7948452	-71.3979148	4.116500273251179
280	2025-07-20	926304	01:55:00	Pedestrian	ATWELLS AVE	NA	2025-07-24	Two-Way , Not Divided	Dry	Dark - Unknown Lighting	Clear	Unknown	Yes, M/V and Driver Left Scene	Unknown	2	1	Complains Of Pain	NA	NA	NA	1	NA	FALSE	FALSE	1	FALSE	TRUE	Atwells Ave, Providence, RI, USA	FALSE	-71.4363593	41.8244805	route	geometric_center	atwells ave, providence, ri, usa	NA	NA	NA	NA	41.8244805	-71.4363593	NA
281	2025-07-21	926233	16:22:00	Bicycle	Aldrich St	BROAD ST	2025-07-21	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.79417	-71.40789	NA	1	FALSE	FALSE	1	FALSE	FALSE	Aldrich Street and Broad Street, Providence, RI, USA	FALSE	-71.4089517	41.7936398	intersection	geometric_center	aldrich st & broad st, providence, ri 02905, usa	NA	NA	NA	NA	41.7936398	-71.4089517	106.05534269504501
282	2025-07-22	926270	20:33:00	Pedestrian	CHALKSTONE AVE	OAKLAND AVE	2025-07-22	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	2	1	Non-Incapacitating	NA	41.83419	-71.43024	1	NA	FALSE	FALSE	1	FALSE	FALSE	Chalkstone Ave and Oakland Ave, Providence, RI, USA	FALSE	-71.4302373	41.8342121	intersection	geometric_center	oakland ave & chalkstone ave, providence, ri 02908, usa	NA	NA	NA	NA	41.8342121	-71.4302373	2.4703322019598244
285	2025-07-24	926306	07:09:00	Bicycle	STEWART ST	FRIENDSHIP ST	2025-07-24	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	2	1	Non-Incapacitating	NA	41.81511	-71.41599	NA	1	FALSE	FALSE	1	FALSE	FALSE	Stewart Street and Friendship Street, Providence, RI, USA	FALSE	-71.4160137	41.815138	intersection	geometric_center	stewart st & friendship st, providence, ri 02903, usa	NA	NA	NA	NA	41.815138	-71.4160137	3.6853361864098955
290	2025-07-26	926370	13:07:00	Pedestrian	MANTON AVE	CHAFFEE ST	2025-07-26	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	3	1	Complains Of Pain	NA	41.81867	-71.44557	1	NA	TRUE	FALSE	1	FALSE	FALSE	Manton Ave and Chaffee Street, Providence, RI, USA	FALSE	-71.4456439	41.8187741	intersection	geometric_center	chaffee st & manton ave, providence, ri 02909, usa	NA	NA	NA	NA	41.8187741	-71.4456439	13.1102128193376
292	2025-07-29	926455	22:12:00	Pedestrian	CARPENTER ST	VINTON ST	2025-07-29	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Non-Incapacitating	NA	41.81858	-71.42673	1	NA	FALSE	FALSE	1	FALSE	FALSE	Carpenter Street and Vinton Street, Providence, RI, USA	FALSE	-71.4267189	41.8185948	intersection	geometric_center	vinton st & carpenter st, providence, ri 02903, usa	NA	NA	NA	NA	41.8185948	-71.4267189	1.8874229372336873
293	2025-07-30	926483	23:19:00	Pedestrian	BROAD ST	FOSTER ST	2025-07-30	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.81865	-71.41561	1	NA	FALSE	FALSE	1	FALSE	FALSE	Broad Street and Foster Street, Providence, RI, USA	FALSE	-71.41543879999999	41.8188666	intersection	geometric_center	foster st & broad st, providence, ri 02903, usa	NA	NA	NA	NA	41.8188666	-71.41543879999999	27.984021737574466
295	2025-08-01	926533	16:00:00	Bicycle	BLACKSTONE BLVD	UPTON AVE	2025-08-01	One-Way Trafficway	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	0	No Injury	NA	41.83924	-71.38567	NA	1	TRUE	FALSE	1	FALSE	FALSE	Blackstone Blvd and Upton Ave, Providence, RI, USA	FALSE	-71.3857657	41.8395809	intersection	geometric_center	upton ave & blackstone blvd, providence, ri 02906, usa	NA	NA	NA	NA	41.8395809	-71.3857657	38.76991745340768
297	2025-08-02	926566	21:00:00	Pedestrian	BROAD ST	BROAD ST	2025-08-03	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Non-Incapacitating	NA	41.81369	-71.42159	1	NA	FALSE	FALSE	1	FALSE	FALSE	Broad Street and Broad Street, Providence, RI, USA	FALSE	-71.4174197	41.8004646	route	geometric_center	broad st, providence, ri, usa	NA	NA	NA	NA	41.8004646	-71.4174197	1512.3647889324918
298	2025-08-02	926567	20:27:00	Pedestrian	BROAD ST	BROAD ST	2025-08-03	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.81418	-71.42128	1	NA	FALSE	FALSE	1	FALSE	FALSE	Broad Street and Broad Street, Providence, RI, USA	FALSE	-71.4174197	41.8004646	route	geometric_center	broad st, providence, ri, usa	NA	NA	NA	NA	41.8004646	-71.4174197	1560.0298220484917
300	2025-08-03	926587	16:01:00	Pedestrian	N MAIN ST	10TH ST	2025-08-03	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	No Controls	3	1	Complains Of Pain	NA	41.85545	-71.40003	1	NA	TRUE	FALSE	1	FALSE	FALSE	N Main Street and 10th Street, Providence, RI, USA	FALSE	-71.3999972	41.8554758	intersection	geometric_center	10th st & n main st, providence, ri 02906, usa	NA	NA	NA	NA	41.8554758	-71.3999972	3.9553466547181597
301	2025-08-04	926601	01:42:00	Other	WESTMINSTER ST	BRIDGHAM ST	2025-08-04	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Unknown	1	1	Incapacitating	NA	41.8169	-71.42848	NA	NA	TRUE	FALSE	2	FALSE	FALSE	Westminster Street and Bridgham Street, Providence, RI, USA	FALSE	-71.4284152	41.8169563	intersection	geometric_center	bridgham st & westminster st, providence, ri 02909, usa	NA	NA	NA	NA	41.8169563	-71.4284152	8.257181536507995
304	2025-08-05	926745	10:25:00	Pedestrian	UNION AVE	NA	2025-08-08	Two-Way , Not Divided	Dry	Daylight	Clear	Sideswipe, Same Direction	Yes, M/V and Driver Left Scene	Unknown	3	1	Complains Of Pain	NA	NA	NA	1	NA	FALSE	FALSE	1	FALSE	TRUE	Union Ave, Providence, RI, USA	FALSE	-71.4488897	41.8064873	route	geometric_center	union ave, providence, ri, usa	NA	NA	NA	NA	41.8064873	-71.4488897	NA
306	2025-08-06	926704	15:38:00	Pedestrian	PUBLIC ST	BROAD ST	2025-08-06	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	2	1	Complains Of Pain	NA	41.80442	-71.41935	1	NA	TRUE	FALSE	1	FALSE	FALSE	Public Street and Broad Street, Providence, RI, USA	FALSE	-71.419358	41.8044407	intersection	geometric_center	public st & broad st, providence, ri 02907, usa	NA	NA	NA	NA	41.8044407	-71.419358	2.3980298049789526
308	2025-08-08	926757	12:14:00	Pedestrian	PLAIN ST	LOCKWOOD ST	2025-08-08	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	4	1	Complains Of Pain	NA	41.81163	-71.41171	1	NA	FALSE	FALSE	1	FALSE	FALSE	Plain Street and Lockwood Street, Providence, RI, USA	FALSE	-71.41197269999999	41.8123755	intersection	geometric_center	lockwood st & plain st, providence, ri 02903, usa	NA	NA	NA	NA	41.8123755	-71.41197269999999	85.80327231828464
309	2025-08-08	926770	19:20:00	Pedestrian	LINDEN AVE	ELMWOOD AVE	2025-08-08	Two-Way , Not Divided	Dry	Daylight	Clear	Other	No	No Controls	6	1	Complains Of Pain	NA	41.78614	-71.41946	1	NA	FALSE	FALSE	1	FALSE	FALSE	Linden Ave and Elmwood Ave, Providence, RI, USA	FALSE	-71.4195636	41.7861555	intersection	geometric_center	elmwood ave & linden ave, providence, ri 02907, usa	NA	NA	NA	NA	41.7861555	-71.4195636	8.770608595809911
310	2025-08-09	926797	20:40:00	Bicycle	Cranston St	GILMORE ST	2025-08-09	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Rear End(Front-to-Rear)	No	No Controls	2	1	Complains Of Pain	NA	41.81375	-71.42733	NA	1	FALSE	FALSE	1	FALSE	FALSE	Cranston Street and Gilmore Street, Providence, RI, USA	FALSE	-71.42765469999999	41.8136248	intersection	geometric_center	gilmore st & cranston st, providence, ri 02907, usa	NA	NA	NA	NA	41.8136248	-71.42765469999999	30.331475768142145
312	2025-08-10	926812	01:56:00	Pedestrian	WESTMINSTER ST	EMPIRE ST	2025-08-10	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Other	3	2	Complains Of Pain	NA	41.82097	-71.41532	2	NA	FALSE	FALSE	1	FALSE	FALSE	Westminster Street and Empire Street, Providence, RI, USA	FALSE	-71.41527219999999	41.8210122	intersection	geometric_center	empire st & westminster st, providence, ri 02903, usa	NA	NA	NA	NA	41.8210122	-71.41527219999999	6.14759046892192
313	2025-08-12	926884	18:04:00	Pedestrian	BRIDGHAM ST	JUNCTION ST	2025-08-12	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	3	1	Complains Of Pain	NA	41.81277	-71.42388	1	NA	FALSE	FALSE	1	FALSE	FALSE	Bridgham Street and Junction Street, Providence, RI, USA	FALSE	-71.423878	41.8127755	intersection	geometric_center	bridgham st & junction st, providence, ri 02907, usa	NA	NA	NA	NA	41.8127755	-71.423878	0.6343458106529539
315	2025-08-13	928472	09:36:00	Pedestrian	PLAINFIELD ST	HARTFORD AVE	2025-09-26	One-Way Trafficway	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	1	Complains Of Pain	NA	41.81667	-71.44389	1	NA	FALSE	FALSE	1	FALSE	FALSE	Plainfield Street and Hartford Ave, Providence, RI, USA	FALSE	-71.44391209999999	41.8166684	intersection	geometric_center	plainfield st & hartford ave, providence, ri 02909, usa	NA	NA	NA	NA	41.8166684	-71.44391209999999	1.8421443748744346
316	2025-08-14	926939	21:10:00	Bicycle	HAWTHORNE AVE	BROAD ST	2025-08-14	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	No Controls	2	1	Complains Of Pain	NA	41.79292	-71.40814	NA	1	TRUE	FALSE	1	FALSE	FALSE	Hawthorne Ave and Broad Street, Providence, RI, USA	FALSE	-71.40801739999999	41.79290109999999	intersection	geometric_center	broad st & hawthorne ave, providence, ri 02905, usa	NA	NA	NA	NA	41.79290109999999	-71.40801739999999	10.390450349687136
318	2025-08-15	926965	18:16:00	Bicycle	SILVER LAKE AVE	PLAINFIELD ST	2025-08-15	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	No Controls	4	1	Complains Of Pain	NA	41.80587	-71.46492	NA	1	FALSE	FALSE	1	FALSE	FALSE	Silver Lake Ave and Plainfield Street, Providence, RI, USA	FALSE	-71.4648643	41.8059149	intersection	geometric_center	plainfield st & silver lake ave, providence, ri 02909, usa	NA	NA	NA	NA	41.8059149	-71.4648643	6.8076702067871455
319	2025-08-15	926969	21:20:00	Bicycle	North Main Street	Chace Avenue	2025-08-15	Unknown	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	2	0	No Injury	NA	NA	NA	NA	1	FALSE	FALSE	1	FALSE	FALSE	North Main Street and Chace Avenue, Providence, RI, USA	FALSE	-71.3999039	41.8556964	intersection	geometric_center	n main st & chace ave, providence, ri 02906, usa	NA	NA	NA	NA	41.8556964	-71.3999039	NA
323	2025-08-19	927065	18:34:00	Pedestrian	CHAD BROWN ST	JUNE ST	2025-08-19	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Non-Incapacitating	NA	41.84137	-71.42256	1	NA	FALSE	FALSE	1	FALSE	FALSE	Chad Brown Street and June Street, Providence, RI, USA	FALSE	-71.4225483	41.8414025	intersection	geometric_center	chad brown st & june st, providence, ri 02908, usa	NA	NA	NA	NA	41.8414025	-71.4225483	3.745741608187715
325	2025-08-20	927096	15:40:00	Pedestrian	ATWELLS AVE	MANTON AVE	2025-08-20	Two-Way , Not Divided	Dry	Daylight	Clear	Other	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.82536	-71.45441	1	NA	TRUE	FALSE	1	FALSE	FALSE	Atwells Ave and Manton Ave, Providence, RI, USA	FALSE	-71.4541401	41.8252175	intersection	geometric_center	atwells ave & manton ave, providence, ri 02909, usa	NA	NA	NA	NA	41.8252175	-71.4541401	27.439144669223335
328	2025-08-21	927114	10:35:00	Bicycle	FOUNTAIN ST	EMPIRE ST	2025-08-21	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	2	1	Complains Of Pain	NA	41.82234	-71.41712	NA	1	FALSE	FALSE	1	FALSE	FALSE	Fountain Street and Empire Street, Providence, RI, USA	FALSE	-71.4171124	41.8223654	intersection	geometric_center	fountain st & empire st, providence, ri 02903, usa	NA	NA	NA	NA	41.8223654	-71.4171124	2.8969533035855197
331	2025-08-22	927145	11:59:00	Bicycle	PAVILION AVE	EDDY ST	2025-08-22	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	Traffic Control Signal	3	1	Non-Incapacitating	NA	41.79767	-71.40522	NA	1	FALSE	FALSE	1	FALSE	FALSE	Pavilion Ave and Eddy Street, Providence, RI, USA	FALSE	-71.40522010000001	41.7976901	intersection	geometric_center	pavilion ave & eddy st, providence, ri 02905, usa	NA	NA	NA	NA	41.7976901	-71.40522010000001	2.2375371551499907
333	2025-08-26	927265	08:35:00	Pedestrian	ORMS ST	SMITH ST	2025-08-26	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	2	1	Non-Incapacitating	NA	41.83376	-71.42199	1	NA	FALSE	FALSE	1	FALSE	FALSE	Orms Street and Smith Street, Providence, RI, USA	FALSE	-71.42197639999999	41.8337813	intersection	geometric_center	orms st & smith st, providence, ri 02904, usa	NA	NA	NA	NA	41.8337813	-71.42197639999999	2.6257488331032373
335	2025-08-26	927281	22:00:00	Pedestrian	COLLEGE ST	COLLEGE ST	2025-08-26	One-Way Trafficway	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	1	Non-Incapacitating	NA	41.82564	-71.40784	1	NA	FALSE	FALSE	1	FALSE	FALSE	College Street and College Street, Providence, RI, USA	FALSE	-71.4067047	41.8260224	route	geometric_center	college st, providence, ri 02903, usa	NA	NA	NA	NA	41.8260224	-71.4067047	103.3499289377161
337	2025-08-27	927293	10:52:00	Bicycle	PINE ST	EAST FRANKLIN ST	2025-08-27	One-Way Trafficway	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	3	1	Complains Of Pain	NA	41.81724	-71.41505	NA	1	FALSE	FALSE	1	FALSE	FALSE	Pine Street and East Franklin Street, Providence, RI, USA	FALSE	-71.4150299	41.8172438	intersection	geometric_center	e franklin st & pine st, providence, ri 02903, usa	NA	NA	NA	NA	41.8172438	-71.4150299	1.7203866640079462
338	2025-08-27	927303	14:18:00	Pedestrian	NORTH MAIN ST	FROST ST	2025-08-27	Two-Way, Divided, Positive Median Barrier	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	3	1	Incapacitating	NA	41.85064	-71.40279	1	NA	FALSE	FALSE	1	FALSE	FALSE	North Main Street and Frost Street, Providence, RI, USA	FALSE	-71.4023974	41.851338	intersection	geometric_center	frost st & n main st, providence, ri 02904, usa	NA	NA	NA	NA	41.851338	-71.4023974	84.24507787256302
339	2025-08-30	927390	12:15:00	Bicycle	HUNTINGTON AVE	DEXTER ST	2025-08-30	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	3	1	Complains Of Pain	NA	41.80092	-71.43152	NA	1	FALSE	FALSE	1	FALSE	FALSE	Huntington Ave and Dexter Street, Providence, RI, USA	FALSE	-71.4315329	41.8009429	intersection	geometric_center	dexter st & huntington ave, providence, ri 02907, usa	NA	NA	NA	NA	41.8009429	-71.4315329	2.76486575706974
340	2025-08-31	927413	00:46:00	Other	MEMORIAL BLVD	WESTMINSTER ST	2025-08-31	Two-Way, Divided, Positive Median Barrier	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	1	Complains Of Pain	NA	41.82548	-71.40904	NA	NA	TRUE	FALSE	1	FALSE	FALSE	Memorial Blvd and Westminster Street, Providence, RI, USA	FALSE	-71.40878529999999	41.8253031	intersection	geometric_center	memorial blvd & westminster st, providence, ri 02903, usa	NA	NA	NA	NA	41.8253031	-71.40878529999999	28.882355131449764
341	2025-08-31	927415	02:58:00	Pedestrian	BROADWAY	VINTON ST	2025-08-31	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Opposite Direction	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.82007	-71.42819	1	NA	FALSE	FALSE	1	FALSE	FALSE	Broadway and Vinton Street, Providence, RI, USA	FALSE	-71.4281931	41.8201049	intersection	geometric_center	vinton st & broadway, providence, ri 02903, usa	NA	NA	NA	NA	41.8201049	-71.4281931	3.8935529730371488
343	2025-08-31	927439	18:10:00	Pedestrian	INDIA ST	S MAIN ST	2025-08-31	Two-Way , Not Divided	Dry	Daylight	Clear	Other	No	Person	2	0	No Injury	NA	41.81634	-71.39893	1	NA	FALSE	FALSE	1	FALSE	FALSE	India Street and S Main Street, Providence, RI, USA	FALSE	-71.39821700000002	41.8167416	intersection	geometric_center	india st & s main st, providence, ri 02903, usa	NA	NA	NA	NA	41.8167416	-71.39821700000002	74.1470443687625
344	2025-08-31	927440	20:41:00	Bicycle	UNION AVE	ATWOOD ST	2025-08-31	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Dark - Lighted	Clear	Other	No	No Controls	2	1	Complains Of Pain	NA	41.80815	-71.44248	NA	1	FALSE	FALSE	1	FALSE	FALSE	Union Ave and Atwood Street, Providence, RI, USA	FALSE	-71.44248309999999	41.8081813	intersection	geometric_center	atwood st & union ave, providence, ri 02909, usa	NA	NA	NA	NA	41.8081813	-71.44248309999999	3.4937817657968697
346	2025-09-02	927497	10:48:00	Pedestrian	EMPIRE ST	WASHINGTON ST	2025-09-02	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	0	No Injury	NA	41.82142	-71.41592	1	NA	FALSE	FALSE	1	FALSE	FALSE	Empire Street and Washington Street, Providence, RI, USA	FALSE	-71.4164272	41.8218699	intersection	geometric_center	empire st & washington st, providence, ri 02903, usa	NA	NA	NA	NA	41.8218699	-71.4164272	65.41165315002381
347	2025-09-02	927504	13:21:00	Pedestrian	ROCHAMBEAU AVE	BLACKSTONE BLVD	2025-09-02	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Head-On (Front - to - Front)	No	Stop Signs	2	2	Incapacitating	NA	41.84552	-71.38699	1	NA	FALSE	FALSE	1	FALSE	FALSE	Rochambeau Ave and Blackstone Blvd, Providence, RI, USA	FALSE	-71.3867593	41.84556509999999	intersection	geometric_center	blackstone blvd & rochambeau ave, providence, ri 02906, usa	NA	NA	NA	NA	41.84556509999999	-71.3867593	19.779044995078745
348	2025-09-03	927579	08:23:00	Bicycle	SMITH ST	ACADEMY AVE	2025-09-03	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	0	No Injury	NA	41.84281	-71.4457	NA	1	FALSE	FALSE	1	FALSE	FALSE	Smith Street and Academy Ave, Providence, RI, USA	FALSE	-71.4451576	41.842608	intersection	geometric_center	academy ave & smith st, providence, ri 02908, usa	NA	NA	NA	NA	41.842608	-71.4451576	50.28905091713936
