row_number,crash_date,crash_report_id,crash_time,collision_type,count_pedestrian,count_bicycle,scooter,wheel_chair,number_of_vehicles,street_or_highway,nearest_intersection,report_date,type_of_roadway,road_surface_condition,light_condition,weather_condition,manner_of_impact,hit_and_run,traffic_control,person_count,injury_count,most_serious_injury,number_of_lanes,lat_raw,lon_raw,has_st_number,is_intersection_null,address_sent_to_geocoder,is_address_blank,lon_api_first_try,lat_api_first_try,type,loctype,address_returned_by_geocoder,address_returned_by_autocomplete,place_ids_autocompleted,lat_api_second_try,lon_api_second_try,lat_api_best,lon_api_best,api_coord_conf,distance_btwn_coords_meters
3765,2010-02-02,24732,20:31:00,Pedestrian,1,NA,FALSE,FALSE,1,ATWELLS AVE,DEAN ST,02-Feb-10,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Other,No,Person,2,1,Complains Of Pain,NA,41.82339,-71.4242,FALSE,FALSE,"Atwells Ave and Dean Street, Providence, RI, USA",FALSE,-71.4242155,41.8234078,intersection,geometric_center,"atwells ave & dean st, providence, ri 02903, usa",NA,NA,NA,NA,41.8234078,-71.4242155,Med High,2.3621190603671844
3766,2010-01-29,24528,15:26:00,Pedestrian,1,NA,FALSE,FALSE,1,PARK ST,SMITH ST,29-Jan-10,"Two-Way , Not Divided",Dry,Daylight,Clear,Head-On (Front - to - Front),No,Traffic Control Signal,2,1,Complains Of Pain,2,41.83189,-71.41688,FALSE,FALSE,"Park Street and Smith Street, Providence, RI, USA",FALSE,-71.4168712,41.8319005,intersection,geometric_center,"park st & smith st, providence, ri 02903, usa",NA,NA,NA,NA,41.8319005,-71.4168712,Med High,1.3780401313171435
3767,2010-01-25,24255,17:14:00,Pedestrian,1,NA,FALSE,FALSE,1,WATERMAN ST,BROOK ST,25-Jan-10,One-Way Trafficway,Wet,Dark - Lighted,Rain,Other,No,Traffic Control Signal,3,1,Complains Of Pain,2,41.8274,-71.39933,FALSE,FALSE,"Waterman Street and Brook Street, Providence, RI, USA",FALSE,-71.3993204,41.8274038,intersection,geometric_center,"brook st & waterman st, providence, ri 02906, usa",NA,NA,NA,NA,41.8274038,-71.3993204,Med High,0.9017063255500697
3768,2010-01-21,24167,11:52:00,Pedestrian,1,NA,FALSE,FALSE,1,PLENTY ST,ELMWOOD AVE,22-Jan-10,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,3,1,Complains Of Pain,NA,41.80717,-71.42486,FALSE,FALSE,"Plenty Street and Elmwood Ave, Providence, RI, USA",FALSE,-71.4248794,41.8071885,intersection,geometric_center,"plenty st & elmwood ave, providence, ri 02907, usa",NA,NA,NA,NA,41.8071885,-71.4248794,Med High,2.613897698429912
3769,2010-01-20,23997,11:46:00,Pedestrian,1,NA,FALSE,FALSE,1,ATWELLS AVE,EXIT,20-Jan-10,"Two-Way , Not Divided",Dry,Daylight,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,3,1,Complains Of Pain,2,41.82309,-71.4195,FALSE,FALSE,"Atwells Ave and Exit, Providence, RI, USA",FALSE,-71.4363598,41.8244829,route,geometric_center,"atwells ave, providence, ri, usa",NA,NA,NA,NA,41.8244829,-71.4363598,Med,1407.177001879269
3770,2010-01-20,24026,17:06:00,Pedestrian,1,NA,FALSE,FALSE,1,CHESTNUT ST,POINT ST,20-Jan-10,"Two-Way , Not Divided",Dry,Dark - Lighted,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Complains Of Pain,2,41.81647,-71.40815,FALSE,FALSE,"Chestnut Street and Point Street, Providence, RI, USA",FALSE,-71.4087555,41.8159653,route,geometric_center,"point st, providence, ri 02903, usa","Chestnut Street & Point Street, Providence, RI, USA",EjNDaGVzdG51dCBTdHJlZXQgJiBQb2ludCBTdHJlZXQsIFByb3ZpZGVuY2UsIFJJLCBVU0EiZiJkChQKEgnXK6ZeakXkiRHFUTC_HDI07BIUChIJ1yumXmpF5IkRxVEwvxwyNOwaFAoSCemusmlrReSJEeIgkGCAT9AzGhQKEgkbVDpWakXkiRET2ahsLgoQTyIKDcen7BgVtwBw1Q,41.8162631,-71.4080073,41.8162631,-71.4080073,Med,25.89665856853115
3771,2010-01-20,24037,17:27:00,Bicycle,NA,1,FALSE,FALSE,1,MANTON AVE,DELAINE ST,20-Jan-10,"Two-Way, Divided, Positive Median Barrier",Dry,Dark - Lighted,Clear,Other,No,Traffic Control Signal,4,1,Complains Of Pain,NA,41.81795,-71.44465,FALSE,FALSE,"Manton Ave and Delaine Street, Providence, RI, USA",FALSE,-71.4446349,41.8179569,intersection,geometric_center,"delaine st & manton ave, providence, ri 02909, usa",NA,NA,NA,NA,41.8179569,-71.4446349,Med High,1.4694679286698689
3772,2010-01-20,24395,17:06:00,Pedestrian,1,NA,FALSE,FALSE,1,CHESTNUT ST,POINT ST,20-Jan-10,"Two-Way , Not Divided",Dry,Dark - Lighted,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Complains Of Pain,2,41.81647,-71.40815,FALSE,FALSE,"Chestnut Street and Point Street, Providence, RI, USA",FALSE,-71.4087555,41.8159653,route,geometric_center,"point st, providence, ri 02903, usa","Chestnut Street & Point Street, Providence, RI, USA",EjNDaGVzdG51dCBTdHJlZXQgJiBQb2ludCBTdHJlZXQsIFByb3ZpZGVuY2UsIFJJLCBVU0EiZiJkChQKEgnXK6ZeakXkiRHFUTC_HDI07BIUChIJ1yumXmpF5IkRxVEwvxwyNOwaFAoSCemusmlrReSJEeIgkGCAT9AzGhQKEgkbVDpWakXkiRET2ahsLgoQTyIKDcen7BgVtwBw1Q,41.8162631,-71.4080073,41.8162631,-71.4080073,Med,25.89665856853115
3773,2010-01-17,23879,19:08:00,Pedestrian,1,NA,FALSE,FALSE,1,Elmwood Avenue,Roger Williams Avenue,17-Jan-10,"Two-Way, Divided, Positive Median Barrier",Wet,Dark - Unknown Lighting,Rain,Unknown,"Yes, M/V and Driver Left Scene",Traffic Control Signal,1,1,Complains Of Pain,NA,41.78899,-71.42128,FALSE,FALSE,"Elmwood Avenue and Roger Williams Avenue, Providence, RI, USA",FALSE,-71.4209033,41.7885278,intersection,geometric_center,"roger williams ave & elmwood ave, providence, ri 02907, usa",NA,NA,NA,NA,41.7885278,-71.4209033,Med High,60.20695216555498
3774,2010-01-16,23859,10:25:00,Pedestrian,1,NA,FALSE,FALSE,1,BROAD ST,BROAD ST,17-Jan-10,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,2,41.81379,-71.42152,FALSE,FALSE,"Broad Street and Broad Street, Providence, RI, USA",FALSE,-71.4101636,41.7945838,route,geometric_center,"broad st, providence, ri, usa",NA,NA,NA,NA,41.7945838,-71.4101636,Med,2336.491401965933
3775,2010-01-16,23903,14:49:00,Pedestrian,1,NA,FALSE,FALSE,1,PARK ST,SMITH ST,18-Jan-10,"Two-Way , Not Divided",Dry,Daylight,Clear,Other,"Yes, M/V and Driver Left Scene",Traffic Control Signal,1,1,Complains Of Pain,NA,41.83189,-71.41688,FALSE,FALSE,"Park Street and Smith Street, Providence, RI, USA",FALSE,-71.4168712,41.8319005,intersection,geometric_center,"park st & smith st, providence, ri 02903, usa",NA,NA,NA,NA,41.8319005,-71.4168712,Med High,1.3780401313171435
3776,2010-01-14,23675,07:51:00,Pedestrian,1,NA,FALSE,FALSE,1,BROAD ST,ATLANTIC AVE,14-Jan-10,"Two-Way , Not Divided",Dry,Daylight,Clear,Head-On (Front - to - Front),No,No Controls,2,1,Complains Of Pain,2,41.79951,-71.41629,FALSE,FALSE,"Broad Street and Atlantic Ave, Providence, RI, USA",FALSE,-71.4210202,41.7978959,route,geometric_center,"atlantic ave, providence, ri 02907, usa","Broad Street & Atlantic Ave, Providence, RI, USA",EjBCcm9hZCBTdHJlZXQgJiBBdGxhbnRpYyBBdmUsIFByb3ZpZGVuY2UsIFJJLCBVU0EiZiJkChQKEgmTFY5EiE_kiRG4BujsiS_MMRIUChIJkxWORIhP5IkRuAbo7IkvzDEaFAoSCYPefdWMT-SJESyiypOYSwijGhQKEglX8dGJhk_kiREiJZn_Y5y2CCIKDRwV6hgVG8Nu1Q,41.7994012,-71.4161381,41.7994012,-71.4161381,Med,17.481221752587498
3777,2010-01-12,23573,17:35:00,Pedestrian,1,NA,FALSE,FALSE,1,850 manton ave,CHALKSTONE AVE,12-Jan-10,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Angle - Direction Not Specified,No,No Controls,3,1,Incapacitating,NA,41.83392,-71.4671,TRUE,FALSE,"850 Manton Ave, Providence, RI, USA",FALSE,-71.46590429999999,41.8329814,premise,rooftop,"850 manton ave, providence, ri 02909, usa",NA,NA,NA,NA,41.8329814,-71.46590429999999,High,144.05762104904093
3778,2009-12-30,20336,19:34:00,Pedestrian,1,NA,FALSE,FALSE,1,WOODBINE ST,CAMP ST,30-Dec-09,"Two-Way , Not Divided",Dry,Dark - Not Lighted,Clear,Head-On (Front - to - Front),No,No Controls,3,1,Complains Of Pain,NA,41.84551,-71.40142,FALSE,FALSE,"Woodbine Street and Camp Street, Providence, RI, USA",FALSE,-71.4014151,41.8455184,intersection,geometric_center,"woodbine st & camp st, providence, ri 02906, usa",NA,NA,NA,NA,41.8455184,-71.4014151,Med High,1.0195566684903068
3779,2009-12-23,20158,23:18:00,Pedestrian,1,NA,FALSE,FALSE,1,2 Dudley Street,Eddy Street,24-Dec-09,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Angle - Direction Not Specified,No,No Controls,4,1,Complains Of Pain,2,NA,NA,TRUE,FALSE,"2 Dudley Street, Providence, RI, USA",FALSE,-71.40816819999999,41.8103278,premise,rooftop,"2 dudley st, providence, ri 02905, usa",NA,NA,NA,NA,41.8103278,-71.40816819999999,High,NA
3780,2009-12-22,20123,01:34:00,Pedestrian,1,NA,FALSE,FALSE,1,Westminster Street,Service Rd 7,22-Dec-09,"Two-Way , Not Divided",Slush,Daylight,Clear,Other,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,2,NA,NA,FALSE,FALSE,"Westminster Street and Service Rd 7, Providence, RI, USA",FALSE,-71.4188188,41.8188132,intersection,geometric_center,"service rd 1 & westminster st, providence, ri 02903, usa",NA,NA,NA,NA,41.8188132,-71.4188188,Med High,NA
3781,2009-12-19,20050,14:23:00,Pedestrian,1,NA,FALSE,FALSE,1,1052 CHALKSTONE AVE,NA,19-Dec-09,Unknown,Dry,Daylight,Cloudy,Other,No,No Controls,3,1,Complains Of Pain,1,NA,NA,TRUE,TRUE,"1052 Chalkstone Ave, Providence, RI, USA",FALSE,-71.4427477,41.8322279,street_address,rooftop,"1052 chalkstone ave, providence, ri 02908, usa",NA,NA,NA,NA,41.8322279,-71.4427477,High,NA
3782,2009-12-16,19986,03:21:00,Bicycle,NA,1,FALSE,FALSE,1,Canal St,Elizabeth St,16-Dec-09,One-Way Trafficway,Dry,Daylight,Clear,Other,No,Stop Signs,2,1,Non-Incapacitating,NA,NA,NA,FALSE,FALSE,"Canal Street and Elizabeth Street, Providence, RI, USA",FALSE,-71.4102229,41.8276385,intersection,geometric_center,"canal st & elizabeth st, providence, ri 02903, usa",NA,NA,NA,NA,41.8276385,-71.4102229,Med High,NA
3783,2009-12-14,19935,02:57:00,Pedestrian,1,NA,FALSE,FALSE,1,164 SUMMIT ST,NA,14-Dec-09,One-Way Trafficway,Dry,Daylight,Clear,Other,No,No Controls,2,1,Complains Of Pain,NA,NA,NA,TRUE,TRUE,"164 Summit Street, Providence, RI, USA",FALSE,-71.3782454,41.8234948,street_address,rooftop,"164 summit st, providence, ri 02906, usa",NA,NA,NA,NA,41.8234948,-71.3782454,High,NA
3784,2009-12-10,19887,16:30:00,Bicycle,NA,1,FALSE,FALSE,1,OLNEY ST.,NORTH MAIN ST.,11-Dec-09,"Two-Way , Not Divided",Dry,Daylight,Clear,Other,Unknown,Traffic Control Signal,2,1,Non-Incapacitating,2,NA,NA,FALSE,FALSE,"Olney St. and North Main St., Providence, RI, USA",FALSE,-71.5479058,41.7335481,route,geometric_center,"n main st, rhode island, usa","Olney St & N Main St, Providence, RI, USA",EilPbG5leSBTdCAmIE4gTWFpbiBTdCwgUHJvdmlkZW5jZSwgUkksIFVTQSJmImQKFAoSCecyguceReSJEZoaCA_vhqGHEhQKEgnnMoLnHkXkiRGaGggP74ahhxoUChIJBfg1-SBF5IkRxa7P4Z8yXVAaFAoSCfn6QT3eROSJEV_Xrb4NXCM_IgoNEYfvGBVWum_V,41.8350865,-71.409809,41.8350865,-71.409809,Med,NA
3785,2009-12-04,19694,08:26:00,Pedestrian,1,NA,FALSE,FALSE,1,Academy,NA,04-Dec-09,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Other,No,No Controls,5,1,Complains Of Pain,2,NA,NA,FALSE,TRUE,"Academy, Providence, RI, USA",FALSE,-71.4128343,41.8239891,locality,approximate,"providence, ri, usa",NA,NA,NA,NA,41.8239891,-71.4128343,Inaccurate,NA
3786,2009-12-02,19678,09:42:00,Bicycle,NA,1,FALSE,FALSE,1,BROOK STREET,GEORGE STREET,03-Dec-09,"Two-Way , Not Divided",Wet,Dark - Lighted,Rain,Other,No,Stop Signs,3,1,Non-Incapacitating,2,NA,NA,FALSE,FALSE,"Brook Street and George Street, Providence, RI, USA",FALSE,-71.3998972,41.8255773,route,geometric_center,"george st, providence, ri, usa","Brook Street & George Street, Providence, RI, USA",EjFCcm9vayBTdHJlZXQgJiBHZW9yZ2UgU3RyZWV0LCBQcm92aWRlbmNlLCBSSSwgVVNBImYiZAoUChIJj8XBaztF5IkRXiCnKg8LB84SFAoSCY_FwWs7ReSJEV4gpyoPCwfOGhQKEgmbZn1yO0XkiRF1hochEHgAaBoUChIJx-okYztF5IkRsmeONi5JlGUiCg3oFe4YFURecdU,41.825636,-71.39905879999999,41.825636,-71.39905879999999,Med,NA
3787,2009-11-30,19609,12:40:00,Pedestrian,1,NA,FALSE,FALSE,1,FRUITHILL AVE,MANTON AVE,30-Nov-09,"Two-Way , Not Divided",Wet,Daylight,Rain,Unknown,"Yes, M/V and Driver Left Scene",Traffic Control Signal,1,1,Complains Of Pain,2,NA,NA,FALSE,FALSE,"Fruithill Ave and Manton Ave, Providence, RI, USA",FALSE,-71.46779980000001,41.8339162,intersection,geometric_center,"manton ave & fruit hill ave, providence, ri 02909, usa",NA,NA,NA,NA,41.8339162,-71.46779980000001,Med High,NA
3788,2009-11-30,19620,04:41:00,Pedestrian,1,NA,FALSE,FALSE,1,Public,Prairie,30-Nov-09,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Wet,Dark - Lighted,Rain,"Sideswipe, Same Direction",No,Traffic Control Signal,5,1,Non-Incapacitating,2,NA,NA,FALSE,FALSE,"Public and Prairie, Providence, RI, USA",FALSE,-71.41427,41.8042755,route,geometric_center,"prairie ave, providence, ri, usa","Public Street & Prairie Avenue, Providence, RI, USA",EjNQdWJsaWMgU3RyZWV0ICYgUHJhaXJpZSBBdmVudWUsIFByb3ZpZGVuY2UsIFJJLCBVU0EiZiJkChQKEgmX_umAY0XkiRE11H1NvClAthIUChIJl_7pgGNF5IkRNdR9TbwpQLYaFAoSCZcfTo9jReSJETWbfd0bKHGsGhQKEglPad_uY0XkiREcSUTGtdsaNCIKDbEF6xgV6PZu1Q,41.8055601,-71.41481200000001,41.8055601,-71.41481200000001,Med,NA
3789,2009-11-24,19502,04:55:00,Pedestrian,1,NA,FALSE,FALSE,1,Hayes St,Francis St,24-Nov-09,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Other,No,Traffic Control Signal,3,1,Complains Of Pain,NA,NA,NA,FALSE,FALSE,"Hayes Street and Francis Street, Providence, RI, USA",FALSE,-71.415279,41.8291896,intersection,geometric_center,"hayes st & francis st, providence, ri 02903, usa",NA,NA,NA,NA,41.8291896,-71.415279,Med High,NA
3790,2009-11-24,19532,17:16:00,Pedestrian,1,NA,FALSE,FALSE,1,CANAL ST,STEEPLE ST,26-Nov-09,One-Way Trafficway,Wet,Dark - Lighted,Cloudy,"Sideswipe, Same Direction",No,No Controls,2,0,No Injury,3,NA,NA,FALSE,FALSE,"Canal Street and Steeple Street, Providence, RI, USA",FALSE,-71.409902,41.8271852,intersection,geometric_center,"steeple st & canal st, providence, ri 02903, usa",NA,NA,NA,NA,41.8271852,-71.409902,Med High,NA
3791,2009-11-22,19420,01:12:00,Pedestrian,1,NA,FALSE,FALSE,1,Broad Street,Pennsylvania Street,22-Nov-09,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Other,No,No Controls,2,1,Complains Of Pain,NA,NA,NA,FALSE,FALSE,"Broad Street and Pennsylvania Street, Providence, RI, USA",FALSE,-71.4128343,41.8239891,locality,approximate,"providence, ri, usa",NA,NA,NA,NA,41.8239891,-71.4128343,Med,NA
3792,2009-11-21,19397,11:28:00,Pedestrian,1,NA,FALSE,FALSE,1,BROAD STREET,Potters AVE,21-Nov-09,"Two-Way , Not Divided",Dry,Daylight,Clear,Unknown,No,Traffic Control Signal,3,0,No Injury,2,NA,NA,FALSE,FALSE,"Broad Street and Potters Ave, Providence, RI, USA",FALSE,-71.4218273,41.8021016,route,geometric_center,"potters ave, providence, ri, usa","Broad Street & Potters Ave, Providence, RI, USA",Ei9Ccm9hZCBTdHJlZXQgJiBQb3R0ZXJzIEF2ZSwgUHJvdmlkZW5jZSwgUkksIFVTQSJmImQKFAoSCauAkzl9ReSJEY3tO4gYhWQKEhQKEgmrgJM5fUXkiRGN7TuIGIVkChoUChIJg9591YxP5IkRLKLKk5hLCKMaFAoSCaWCY799ReSJERKc-8AFuCoEIgoNaqHqGBXTVm7V,41.80299300000001,-71.4189101,41.80299300000001,-71.4189101,Med,NA
3793,2009-11-20,19375,14:20:00,Pedestrian,1,NA,FALSE,FALSE,1,929 DOUGLAS AVENUE,NA,20-Nov-09,"Two-Way , Not Divided",Dry,Daylight,Clear,Other,No,No Controls,2,0,No Injury,2,NA,NA,TRUE,TRUE,"929 Douglas Avenue, Providence, RI, USA",FALSE,-71.4375968,41.8532808,street_address,rooftop,"929 douglas ave, providence, ri 02908, usa",NA,NA,NA,NA,41.8532808,-71.4375968,High,NA
3794,2009-11-20,19406,04:02:00,Pedestrian,1,NA,FALSE,FALSE,1,Elwood Ave,Carter St,21-Nov-09,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Non-Incapacitating,4,NA,NA,FALSE,FALSE,"Elwood Ave and Carter Street, Providence, RI, USA",FALSE,-71.426574,41.800197,intersection,geometric_center,"carter st & elmwood ave, providence, ri 02907, usa",NA,NA,NA,NA,41.800197,-71.426574,Med High,NA
3795,2009-11-18,19320,10:00:00,Pedestrian,1,NA,FALSE,FALSE,1,BROOK ST,BENEVOLENT ST,18-Nov-09,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction",No,No Controls,4,1,Incapacitating,2,NA,NA,FALSE,FALSE,"Brook Street and Benevolent Street, Providence, RI, USA",FALSE,-71.39895160000002,41.8248965,intersection,geometric_center,"benevolent st & brook st, providence, ri 02906, usa",NA,NA,NA,NA,41.8248965,-71.39895160000002,Med High,NA
3796,2009-11-15,19245,03:23:00,Pedestrian,1,NA,FALSE,FALSE,1,WATERMAN STREET,GANO STREET,15-Nov-09,"Two-Way , Not Divided",Dry,Daylight,Clear,Other,No,Traffic Control Signal,5,0,No Injury,2,NA,NA,FALSE,FALSE,"Waterman Street and Gano Street, Providence, RI, USA",FALSE,-71.3907591,41.8281814,intersection,geometric_center,"gano st & waterman st, providence, ri 02906, usa",NA,NA,NA,NA,41.8281814,-71.3907591,Med High,NA
3797,2009-11-14,19239,12:37:00,Pedestrian,1,NA,FALSE,FALSE,1,N/A,NA,15-Nov-09,Unknown,Wet,Daylight,Rain,Unknown,"Yes, M/V and Driver Left Scene",No Controls,2,0,No Injury,NA,NA,NA,FALSE,TRUE,"N/A, Providence, RI, USA",FALSE,-71.4236451,41.8144846,route,geometric_center,"a st, providence, ri 02907, usa",NA,NA,NA,NA,41.8144846,-71.4236451,Inaccurate,NA
3798,2009-11-14,19257,01:51:00,Pedestrian,1,NA,FALSE,FALSE,1,College St,South Main St,16-Nov-09,"Two-Way , Not Divided",Wet,Dark - Lighted,Rain,Head-On (Front - to - Front),No,Traffic Control Signal,4,1,Non-Incapacitating,2,NA,NA,FALSE,FALSE,"College Street and South Main Street, Providence, RI, USA",FALSE,-71.4037098,41.8208275,route,geometric_center,"s main st, providence, ri 02903, usa","College Street & South Main Street, Providence, RI, USA",EjdDb2xsZWdlIFN0cmVldCAmIFNvdXRoIE1haW4gU3RyZWV0LCBQcm92aWRlbmNlLCBSSSwgVVNBImYiZAoUChIJD1urSRZF5IkRzGbOghZosXsSFAoSCQ9bq0kWReSJEcxmzoIWaLF7GhQKEgnR5cstFkXkiRH1TvxbNfBkPhoUChIJxfz7Uz5F5IkRx3FZv-YChPQiCg2TF-4YFdUHcNU,41.8256787,-71.4078251,41.8256787,-71.4078251,Med,NA
3799,2009-11-14,19302,19:22:00,Bicycle,NA,1,FALSE,FALSE,1,WESTMINSTER ST,BRIDGHAM ST,17-Nov-09,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Unknown,No,Traffic Control Signal,3,1,Non-Incapacitating,2,NA,NA,FALSE,FALSE,"Westminster Street and Bridgham Street, Providence, RI, USA",FALSE,-71.4284038,41.8169384,intersection,geometric_center,"bridgham st & westminster st, providence, ri 02909, usa",NA,NA,NA,NA,41.8169384,-71.4284038,Med High,NA
3800,2009-11-12,19188,06:31:00,Pedestrian,1,NA,FALSE,FALSE,1,310 CRANSTON STREET,DEXTER STREET,13-Nov-09,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Rear End(Front-to-Rear),"Yes, M/V and Driver Left Scene",No Controls,2,1,Non-Incapacitating,NA,NA,NA,TRUE,FALSE,"310 Cranston Street, Providence, RI, USA",FALSE,-71.4291479,41.8126796,premise,rooftop,"310 cranston st, providence, ri 02907, usa",NA,NA,NA,NA,41.8126796,-71.4291479,High,NA
3801,2009-11-10,19140,18:14:00,Bicycle,NA,1,FALSE,FALSE,1,302 BENEFIT ST.,BENEVOLENT ST.,10-Nov-09,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Other,No,No Controls,3,0,No Injury,2,NA,NA,TRUE,FALSE,"302 Benefit St., Providence, RI, USA",FALSE,-71.4053169,41.8239303,street_address,rooftop,"302 benefit st, providence, ri 02903, usa",NA,NA,NA,NA,41.8239303,-71.4053169,High,NA
3802,2009-11-10,19142,07:13:00,Pedestrian,1,NA,FALSE,FALSE,1,Westminster St.,Service Rd. 3,10-Nov-09,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Angle (Front - to - Side) Same Direction,No,No Controls,2,1,Complains Of Pain,1,NA,NA,FALSE,FALSE,"Westminster St. and Service Rd. 3, Providence, RI, USA",FALSE,-71.44060990000001,41.816332,intersection,geometric_center,"service rd & westminster st, providence, ri 02909, usa",NA,NA,NA,NA,41.816332,-71.44060990000001,Med High,NA
3803,2009-11-08,19089,14:00:00,Pedestrian,1,NA,FALSE,FALSE,1,385-387 ACADEMY AVE,JUSTICE ST,08-Nov-09,Unknown,Dry,Daylight,Clear,Other,"Yes, M/V and Driver Left Scene",No Controls,3,1,Complains Of Pain,1,NA,NA,TRUE,FALSE,"385-387 Academy Ave, Providence, RI, USA",FALSE,-71.4442972,41.8354238,street_address,rooftop,"385 academy ave, providence, ri 02908, usa",NA,NA,NA,NA,41.8354238,-71.4442972,High,NA
3804,2009-11-07,19076,08:30:00,Pedestrian,1,NA,FALSE,FALSE,1,1477 Broad,NA,07-Nov-09,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Other,No,No Controls,3,1,Complains Of Pain,2,NA,NA,TRUE,TRUE,"1477 Broad, Providence, RI, USA",FALSE,-71.40286809999999,41.7869505,premise,rooftop,"1477 broad st, providence, ri 02905, usa",NA,NA,NA,NA,41.7869505,-71.40286809999999,High,NA
3805,2009-11-06,19027,07:57:00,Pedestrian,2,NA,FALSE,FALSE,1,324 ORMS STREET,SMITH STREET,06-Nov-09,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle - Direction Not Specified,No,No Controls,8,2,Non-Incapacitating,2,NA,NA,TRUE,FALSE,"324 Orms Street, Providence, RI, USA",FALSE,-71.42294869999999,41.8334751,premise,rooftop,"324 orms st, providence, ri 02908, usa",NA,NA,NA,NA,41.8334751,-71.42294869999999,High,NA
3806,2009-11-06,19047,17:45:00,Pedestrian,1,NA,FALSE,FALSE,1,Silver Spring St,Ledge St.,06-Nov-09,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Dark - Lighted,Clear,Other,No,No Controls,3,1,Incapacitating,1,NA,NA,FALSE,FALSE,"Silver Spring Street and Ledge St., Providence, RI, USA",FALSE,-71.412629,41.8531992,intersection,geometric_center,"silver spring st & ledge st, providence, ri 02904, usa",NA,NA,NA,NA,41.8531992,-71.412629,Med High,NA
3807,2009-11-06,19050,18:50:00,Pedestrian,1,NA,FALSE,FALSE,1,100 Imera Street,NA,06-Nov-09,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,No Controls,4,1,Complains Of Pain,NA,NA,NA,TRUE,TRUE,"100 Imera Street, Providence, RI, USA",FALSE,-71.45662100000001,41.8315058,premise,rooftop,"100 imera st, providence, ri 02909, usa",NA,NA,NA,NA,41.8315058,-71.45662100000001,High,NA
3808,2009-11-03,18959,21:39:00,Pedestrian,1,NA,FALSE,FALSE,1,EL MWOOD AVE.,LENOX AVE.,04-Nov-09,"Two-Way, Divided, Positive Median Barrier",Dry,Dark - Lighted,Clear,Head-On (Front - to - Front),No,No Controls,9,1,Incapacitating,4,NA,NA,FALSE,FALSE,"El Mwood Ave. and Lenox Ave., Providence, RI, USA",FALSE,-71.424723,41.7952146,intersection,geometric_center,"lenox ave & elmwood ave, providence, ri 02907, usa",NA,NA,NA,NA,41.7952146,-71.424723,Med High,NA
3809,2009-11-02,18923,12:04:00,Pedestrian,1,NA,FALSE,FALSE,1,Portland Street,Pine Street,02-Nov-09,"Two-Way , Not Divided",Dry,Daylight,Clear,Head-On (Front - to - Front),No,Stop Signs,3,1,Non-Incapacitating,NA,NA,NA,FALSE,FALSE,"Portland Street and Pine Street, Providence, RI, USA",FALSE,-71.419117,41.81297989999999,intersection,geometric_center,"pine st & portland st, providence, ri 02907, usa",NA,NA,NA,NA,41.81297989999999,-71.419117,Med High,NA
3810,2009-10-31,18869,22:57:00,Pedestrian,1,NA,FALSE,FALSE,1,Broad Street,Gallatin Street,31-Oct-09,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Other,"Yes, M/V and Driver Left Scene",No Controls,3,1,Complains Of Pain,NA,NA,NA,FALSE,FALSE,"Broad Street and Gallatin Street, Providence, RI, USA",FALSE,-71.4190846,41.7955027,route,geometric_center,"gallatin st, providence, ri 02907, usa","Broad Street & Gallatin Street, Providence, RI, USA",EjNCcm9hZCBTdHJlZXQgJiBHYWxsYXRpbiBTdHJlZXQsIFByb3ZpZGVuY2UsIFJJLCBVU0EiZiJkChQKEgkJfhJriU_kiRF5clWaMemS_xIUChIJCX4Sa4lP5IkReXJVmjHpkv8aFAoSCYPefdWMT-SJESyiypOYSwijGhQKEgkzIpfyhU_kiRFAHtABKE4PdCIKDRLB6RgVZCtv1Q,41.7972498,-71.4134684,41.7972498,-71.4134684,Med,NA
