row_number,crash_date,crash_report_id,crash_time,collision_type,count_pedestrian,count_bicycle,scooter,wheel_chair,number_of_vehicles,street_or_highway,nearest_intersection,report_date,type_of_roadway,road_surface_condition,light_condition,weather_condition,manner_of_impact,hit_and_run,traffic_control,person_count,injury_count,most_serious_injury,number_of_lanes,lat_raw,lon_raw,has_st_number,is_intersection_null,address_sent_to_geocoder,is_address_blank,lon_api_first_try,lat_api_first_try,type,loctype,address_returned_by_geocoder,address_returned_by_autocomplete,place_ids_autocompleted,lat_api_second_try,lon_api_second_try,lat_api_best,lon_api_best,api_coord_conf,distance_btwn_coords_meters
1377,2018-03-14,707593,23:55:00,Pedestrian,1,NA,FALSE,FALSE,1,SOMERSET ST,BROAD ST,15-Mar-18,"Two-Way , Not Divided",Wet,Dark - Lighted,Cloudy,Other,No,No Controls,4,1,Incapacitating,2,41.81332,-71.42129,FALSE,FALSE,"Somerset Street and Broad Street, Providence, RI, USA",FALSE,-71.4101636,41.7945838,route,geometric_center,"broad st, providence, ri, usa","Somerset Street & Broad Street, Providence, RI, USA",EjNTb21lcnNldCBTdHJlZXQgJiBCcm9hZCBTdHJlZXQsIFByb3ZpZGVuY2UsIFJJLCBVU0EiZiJkChQKEgkL8cb6cEXkiRFbmigrIHJHkRIUChIJC_HG-nBF5IkRW5ooKyByR5EaFAoSCevDHxlwReSJEcOvKHyw6CVNGhQKEgmD3n3VjE_kiREsosqTmEsIoyIKDT067BgVsO5t1Q,41.8134589,-71.421576,41.8134589,-71.421576,Med,28.322240378459576
1378,2018-03-12,705961,00:14:00,Other,NA,NA,FALSE,FALSE,1,BROADWAY,DEAN ST,12-Mar-18,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Other,No,Flashing Traffic Control Signal,2,1,Non-Incapacitating,2,41.82139,-71.42258,FALSE,FALSE,"Broadway and Dean Street, Providence, RI, USA",FALSE,-71.4242155,41.8234078,route,geometric_center,"dean st, providence, ri, usa","Broadway & Dean Street, Providence, RI, USA",EitCcm9hZHdheSAmIERlYW4gU3RyZWV0LCBQcm92aWRlbmNlLCBSSSwgVVNBImYiZAoUChIJCcRZtQxF5IkRWJynngBsfzMSFAoSCQnEWbUMReSJEVicp54AbH8zGhQKEgmlteWGdUXkiREawjOx16RvsxoUChIJWwZsfgxF5IkRyLSf36DnQOQiCg38cO0YFWLJbdU,41.821414,-71.42253099999999,41.821414,-71.42253099999999,Med,4.864326945790161
1379,2018-03-12,706008,07:31:00,Pedestrian,1,NA,FALSE,FALSE,1,CHARLES ST,LEDGE ST,12-Mar-18,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,5,1,Complains Of Pain,NA,41.85335,-71.42046,FALSE,FALSE,"Charles Street and Ledge Street, Providence, RI, USA",FALSE,-71.42040209999999,41.8531487,intersection,geometric_center,"charles st & ledge st, providence, ri 02904, usa",NA,NA,NA,NA,41.8531487,-71.42040209999999,Med High,22.917123581104555
1380,2018-03-12,706159,13:54:00,Pedestrian,1,NA,FALSE,FALSE,1,ATLANTIC AVE,NIAGARA ST,12-Mar-18,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,2,1,Complains Of Pain,NA,41.79925,-71.41661,FALSE,FALSE,"Atlantic Ave and Niagara Street, Providence, RI, USA",FALSE,-71.4186449,41.7986319,intersection,geometric_center,"atlantic ave & niagara st, providence, ri 02907, usa",NA,NA,NA,NA,41.7986319,-71.4186449,Med High,182.35066881093564
1381,2018-03-10,705343,20:10:00,Pedestrian,1,NA,FALSE,FALSE,1,atwells ave,STEUBEN ST,10-Mar-18,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Dark - Lighted,Clear,Other,"Yes, M/V and Driver Left Scene",Person,1,1,Complains Of Pain,NA,41.82508,-71.44905,FALSE,FALSE,"Atwells Ave and Steuben Street, Providence, RI, USA",FALSE,-71.4493409,41.8251,intersection,geometric_center,"atwells ave & steuben st, providence, ri 02909, usa",NA,NA,NA,NA,41.8251,-71.4493409,Med High,24.233663732733987
1382,2018-03-08,704642,18:04:00,Pedestrian,1,NA,FALSE,FALSE,1,COLLEGE ST,BENEFIT ST,08-Mar-18,"Two-Way , Not Divided",Dry,Dusk,Cloudy,Other,"Yes, M/V and Driver Left Scene",Pavement Markings,4,1,Complains Of Pain,NA,41.826,-71.40683,FALSE,FALSE,"College Street and Benefit Street, Providence, RI, USA",FALSE,-71.4068354,41.8260134,route,geometric_center,"benefit st, providence, ri, usa","College Street & Benefit Street, Providence, RI, USA",EjRDb2xsZWdlIFN0cmVldCAmIEJlbmVmaXQgU3RyZWV0LCBQcm92aWRlbmNlLCBSSSwgVVNBImYiZAoUChIJT1PH0hdF5IkRsjAAs9BpeJgSFAoSCU9Tx9IXReSJEbIwALPQaXiYGhQKEgnR5cstFkXkiRH1TvxbNfBkPhoUChIJedk4CD1F5IkRxfbmqgrCUioiCg2mJO4YFX4ucNU,41.8260134,-71.40683539999999,41.8260134,-71.40683539999999,Med,1.5574868370005728
1383,2018-03-07,704051,13:21:00,Pedestrian,1,NA,FALSE,FALSE,1,NARRAGANSETT BLVD,WASHINGTON AVE,07-Mar-18,"Two-Way , Not Divided",Wet,Daylight,Rain,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,NA,41.78823,-71.39574,FALSE,FALSE,"Narragansett Blvd and Washington Ave, Providence, RI, USA",FALSE,-71.3957084,41.7881718,intersection,geometric_center,"washington ave & narragansett blvd, providence, ri 02905, usa",NA,NA,NA,NA,41.7881718,-71.3957084,Med High,6.989568624110121
1384,2018-03-07,704252,19:48:00,Pedestrian,1,NA,FALSE,FALSE,1,THURBERS AVE,BROAD ST,07-Mar-18,"Two-Way , Not Divided",Snow,Dark - Lighted,Snow,Other,No,No Controls,2,1,Complains Of Pain,NA,41.79822,-71.41453,FALSE,FALSE,"Thurbers Ave and Broad Street, Providence, RI, USA",FALSE,-71.4146641,41.7982024,intersection,geometric_center,"thurbers ave & broad st, providence, ri 02905, usa",NA,NA,NA,NA,41.7982024,-71.4146641,Med High,11.299879835423972
1385,2018-03-06,703644,15:50:00,Pedestrian,1,NA,FALSE,FALSE,1,REGENT AVE,HAROLD ST,06-Mar-18,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Stop Signs,1,1,Complains Of Pain,NA,41.82972,-71.4387,FALSE,FALSE,"Regent Ave and Harold Street, Providence, RI, USA",FALSE,-71.4387133,41.8297388,intersection,geometric_center,"harold st & regent ave, providence, ri 02908, usa",NA,NA,NA,NA,41.8297388,-71.4387133,Med High,2.365775302870602
1386,2018-03-04,702707,02:48:00,Pedestrian,2,NA,FALSE,FALSE,1,MESSER ST,CRANSTON ST,04-Mar-18,"Two-Way , Not Divided",Dry,Dark - Lighted,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,2,0,No Injury,NA,41.80963,-71.43345,FALSE,FALSE,"Messer Street and Cranston Street, Providence, RI, USA",FALSE,-71.43343449999999,41.809637,intersection,geometric_center,"cranston st & messer st, providence, ri 02907, usa",NA,NA,NA,NA,41.809637,-71.43343449999999,Med High,1.5037407571869208
1387,2018-03-04,702989,19:10:00,Pedestrian,1,NA,FALSE,FALSE,1,Parade St,HOLLYWOOD RD,04-Mar-18,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,4,1,Incapacitating,NA,41.81576,-71.43309,FALSE,FALSE,"Parade Street and Hollywood Rd, Providence, RI, USA",FALSE,-71.4330967,41.8157933,intersection,geometric_center,"hollywood rd & parade st, providence, ri 02909, usa",NA,NA,NA,NA,41.8157933,-71.4330967,Med High,3.7483846938730068
1388,2018-03-03,702484,13:09:00,Pedestrian,1,NA,FALSE,FALSE,1,Angel St,BENEFIT ST,03-Mar-18,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Traffic Control Signal,3,1,Complains Of Pain,2,41.82725,-71.40751,FALSE,FALSE,"Angel Street and Benefit Street, Providence, RI, USA",FALSE,-71.40765809999999,41.827518,intersection,geometric_center,"benefit st & angell st, providence, ri 02903, usa",NA,NA,NA,NA,41.827518,-71.40765809999999,Med High,32.26399993794975
1389,2018-03-02,702124,13:20:00,Pedestrian,1,NA,FALSE,FALSE,1,BROAD ST,BROAD ST,02-Mar-18,"Two-Way , Not Divided",Wet,Daylight,Rain,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Non-Incapacitating,NA,41.79692,-71.41307,FALSE,FALSE,"Broad Street and Broad Street, Providence, RI, USA",FALSE,-71.4101636,41.7945838,route,geometric_center,"broad st, providence, ri, usa",NA,NA,NA,NA,41.7945838,-71.4101636,Med,354.7029467138911
1390,2018-03-02,702183,19:07:00,Pedestrian,1,NA,FALSE,FALSE,1,BROADWAY,HARKNESS ST,02-Mar-18,"Two-Way , Not Divided",Wet,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,NA,41.81862,-71.43441,FALSE,FALSE,"Broadway and Harkness Street, Providence, RI, USA",FALSE,-71.4342157,41.817629,route,geometric_center,"harkness st, providence, ri 02909, usa","Broadway & Harkness Street, Providence, RI, USA",Ei9Ccm9hZHdheSAmIEhhcmtuZXNzIFN0cmVldCwgUHJvdmlkZW5jZSwgUkksIFVTQSJmImQKFAoSCUUJH6CeReSJEUmYqvf4kVMwEhQKEglFCR-gnkXkiRFJmKr3-JFTMBoUChIJpbXlhnVF5IkRGsIzsdekb7MaFAoSCXVuAj-cReSJEfxhqrd2fHOhIgoNZQTtGBVf-WvV,41.8186341,-71.4344097,41.8186341,-71.4344097,Med,1.569802131102296
1391,2018-03-02,702324,21:16:00,Pedestrian,1,NA,FALSE,FALSE,1,Cranston St,DEXTER ST,02-Mar-18,"Two-Way , Not Divided",Wet,Dark - Lighted,Rain,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,NA,41.81259,-71.42961,FALSE,FALSE,"Cranston Street and Dexter Street, Providence, RI, USA",FALSE,-71.429588,41.81260289999999,intersection,geometric_center,"cranston st & dexter st, providence, ri 02907, usa",NA,NA,NA,NA,41.81260289999999,-71.429588,Med High,2.322498462458135
1392,2018-03-01,701370,08:05:00,Pedestrian,1,NA,FALSE,FALSE,1,BROADWAY,KNIGHT ST,01-Mar-18,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,3,1,Complains Of Pain,NA,41.8198,-71.42936,FALSE,FALSE,"Broadway and Knight Street, Providence, RI, USA",FALSE,-71.4298401,41.8202496,route,geometric_center,"knight st, providence, ri, usa","Broadway & Knight Street, Providence, RI, USA",Ei1Ccm9hZHdheSAmIEtuaWdodCBTdHJlZXQsIFByb3ZpZGVuY2UsIFJJLCBVU0EiZiJkChQKEgmvZYGEdUXkiRHAVmwJ-u4XKRIUChIJr2WBhHVF5IkRwFZsCfruFykaFAoSCaW15YZ1ReSJERrCM7HXpG-zGhQKEgkPqvF6dUXkiRGsZxyELkktfCIKDcQy7RgVV79s1Q,41.8198212,-71.4293417,41.8198212,-71.4293417,Med,2.8061231257427877
1393,2018-02-27,700739,14:20:00,Pedestrian,1,NA,FALSE,FALSE,1,DORRANCE ST,WESTMINSTER ST,27-Feb-18,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,2,1,Complains Of Pain,NA,41.8236,-71.41165,FALSE,FALSE,"Dorrance Street and Westminster Street, Providence, RI, USA",FALSE,-71.4116693,41.8236083,intersection,geometric_center,"westminster st & dorrance st, providence, ri 02903, usa",NA,NA,NA,NA,41.8236083,-71.4116693,Med High,1.8485171306764157
1394,2018-02-25,699965,02:48:00,Pedestrian,1,NA,FALSE,FALSE,1,BROAD ST,BROAD ST,25-Feb-18,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Head-On (Front - to - Front),"Yes, M/V and Driver Left Scene",No Controls,4,1,Complains Of Pain,NA,41.79215,-71.40714,FALSE,FALSE,"Broad Street and Broad Street, Providence, RI, USA",FALSE,-71.4101636,41.7945838,route,geometric_center,"broad st, providence, ri, usa",NA,NA,NA,NA,41.7945838,-71.4101636,Med,369.2896540753355
1395,2018-02-25,700132,16:14:00,Pedestrian,1,NA,FALSE,FALSE,1,CHALKSTONE AVE,BERLIN ST,25-Feb-18,"Two-Way , Not Divided",Wet,Daylight,Rain,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,2,41.83227,-71.44158,FALSE,FALSE,"Chalkstone Ave and Berlin Street, Providence, RI, USA",FALSE,-71.4417437,41.8322912,intersection,geometric_center,"berlin st & chalkstone ave, providence, ri 02908, usa",NA,NA,NA,NA,41.8322912,-71.4417437,Med High,13.781530638669208
1396,2018-02-24,699498,17:31:00,Pedestrian,1,NA,FALSE,FALSE,1,1297 BROAD ST,NA,24-Feb-18,"Two-Way , Not Divided",Wet,Dark - Lighted,Rain,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,4,1,Complains Of Pain,NA,41.79108,-71.40593,TRUE,TRUE,"1297 Broad Street, Providence, RI, USA",FALSE,-71.4063848,41.7913126,premise,rooftop,"1297 broad st, providence, ri 02905, usa",NA,NA,NA,NA,41.7913126,-71.4063848,High,45.774399993660026
1397,2018-02-24,699513,17:48:00,Pedestrian,1,NA,FALSE,FALSE,1,LINWOOD AVE,CRANSTON ST,24-Feb-18,"Two-Way , Not Divided",Wet,Dark - Lighted,Rain,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,2,1,Complains Of Pain,NA,41.80708,-71.43585,FALSE,FALSE,"Linwood Ave and Cranston Street, Providence, RI, USA",FALSE,-71.4356998,41.8070369,intersection,geometric_center,"cranston st & linwood ave, providence, ri 02909, usa",NA,NA,NA,NA,41.8070369,-71.4356998,Med High,13.354738998503482
1398,2018-02-24,699654,15:38:00,Bicycle,NA,1,FALSE,FALSE,1,MANTON AVE,HYAT ST,24-Feb-18,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Rain,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Pavement Markings,1,0,No Injury,2,41.82139,-71.44843,FALSE,FALSE,"Manton Ave and Hyat Street, Providence, RI, USA",FALSE,-71.4484028,41.82140460000001,intersection,geometric_center,"hyat st & manton ave, providence, ri 02909, usa",NA,NA,NA,NA,41.82140460000001,-71.4484028,Med High,2.7808491205307355
1399,2018-02-24,704133,17:42:00,Pedestrian,1,NA,FALSE,FALSE,1,DOUGLAS AVENUE,EATON STREET,07-Mar-18,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Other,"Yes, M/V and Driver Left Scene",Traffic Control Signal,1,0,Unknown,NA,41.83457,-71.41644,FALSE,FALSE,"Douglas Avenue and Eaton Street, Providence, RI, USA",FALSE,-71.42730879999999,41.8410051,intersection,geometric_center,"eaton st & douglas ave, providence, ri 02908, usa",NA,NA,NA,NA,41.8410051,-71.42730879999999,Med High,1151.40331160655
1400,2018-02-23,698978,18:00:00,Pedestrian,1,NA,FALSE,FALSE,1,SMITHFIELD AVE,SMITHFIELD AVE,23-Feb-18,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Wet,Dark - Lighted,Rain,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,6,1,Fatal,2,41.85868,-71.41096,FALSE,FALSE,"Smithfield Ave and Smithfield Ave, Providence, RI, USA",FALSE,-71.4524031,41.8563993,intersection,geometric_center,"smithfield rd & smithfield ave, north providence, ri 02904, usa",NA,NA,NA,NA,41.8563993,-71.4524031,Med High,3445.4743859171126
1401,2018-02-23,699129,11:00:00,Bicycle,NA,1,FALSE,FALSE,1,ACADEMY AVE,ATWELLS AVE,24-Feb-18,"Two-Way , Not Divided",Wet,Daylight,Rain,Angle (Front - to - Side) Right Angle (Includes Broadside),No,Traffic Control Signal,2,0,No Injury,NA,41.82479,-71.4434,FALSE,FALSE,"Academy Ave and Atwells Ave, Providence, RI, USA",FALSE,-71.4435191,41.8247997,intersection,geometric_center,"atwells ave & academy ave, providence, ri 02909, usa",NA,NA,NA,NA,41.8247997,-71.4435191,Med High,9.938640840504636
1402,2018-02-22,698399,19:51:00,Pedestrian,1,NA,FALSE,FALSE,1,CHARLES ST,CHARLES ST,22-Feb-18,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,NA,41.85245,-71.42032,FALSE,FALSE,"Charles Street and Charles Street, Providence, RI, USA",FALSE,-71.419539,41.8474982,route,geometric_center,"charles st, providence, ri, usa",NA,NA,NA,NA,41.8474982,-71.419539,Med,555.0230714945227
1403,2018-02-21,697810,18:03:00,Pedestrian,1,NA,FALSE,FALSE,1,BROADWAY,HARRIS AVE,21-Feb-18,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Dark - Lighted,Clear,Other,No,Stop Signs,4,1,Complains Of Pain,NA,41.81705,-71.44029,FALSE,FALSE,"Broadway and Harris Ave, Providence, RI, USA",FALSE,-71.4312409,41.825502,route,geometric_center,"harris ave, providence, ri, usa","Broadway & Harris Ave, Providence, RI, USA",EipCcm9hZHdheSAmIEhhcnJpcyBBdmUsIFByb3ZpZGVuY2UsIFJJLCBVU0EiZiJkChQKEgkLmF_1mkXkiRHm61hV9ZuL8RIUChIJC5hf9ZpF5IkR5utYVfWbi_EaFAoSCaW15YZ1ReSJERrCM7HXpG-zGhQKEglzHMMQmUXkiRHVQp50Ku4GJCIKDTbI7BgVHRZr1Q,41.8170934,-71.44022749999999,41.8170934,-71.44022749999999,Med,7.087163121208949
1404,2018-02-20,697438,18:08:00,Pedestrian,3,NA,FALSE,FALSE,1,VIRGINIA LN,FERNANDO ST,20-Feb-18,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,3,1,Complains Of Pain,NA,41.84767,-71.43076,FALSE,FALSE,"Virginia Ln and Fernando Street, Providence, RI, USA",FALSE,-71.4302491,41.8480136,intersection,geometric_center,"virginia ln & fernando st, providence, ri 02908, usa",NA,NA,NA,NA,41.8480136,-71.4302491,Med High,57.077867739144814
1405,2018-02-17,696306,15:38:00,Pedestrian,1,NA,FALSE,FALSE,1,Cranston Street,DEXTER ST,17-Feb-18,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,NA,41.8126,-71.42959,FALSE,FALSE,"Cranston Street and Dexter Street, Providence, RI, USA",FALSE,-71.429588,41.81260289999999,intersection,geometric_center,"cranston st & dexter st, providence, ri 02907, usa",NA,NA,NA,NA,41.81260289999999,-71.429588,Med High,0.36297774024425583
1406,2018-02-17,696381,19:14:00,Pedestrian,1,NA,FALSE,FALSE,1,BORDEN ST,PLAIN ST,17-Feb-18,"Two-Way , Not Divided",Snow,Dark - Lighted,Snow,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Complains Of Pain,NA,41.81332,-71.41151,FALSE,FALSE,"Borden Street and Plain Street, Providence, RI, USA",FALSE,-71.4122769,41.8132938,intersection,geometric_center,"borden st & plain st, providence, ri 02903, usa",NA,NA,NA,NA,41.8132938,-71.4122769,Med High,63.695561581849724
1407,2018-02-16,695805,12:34:00,Bicycle,NA,1,FALSE,FALSE,1,ADMIRAL ST,DOUGLAS AVE,16-Feb-18,"Two-Way , Not Divided",Dry,Daylight,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,4,1,Complains Of Pain,NA,41.84607,-71.42907,FALSE,FALSE,"Admiral Street and Douglas Ave, Providence, RI, USA",FALSE,-71.4289636,41.8460618,intersection,geometric_center,"admiral st & douglas ave, providence, ri 02908, usa",NA,NA,NA,NA,41.8460618,-71.4289636,Med High,8.870453305069262
1408,2018-02-16,695811,13:33:00,Pedestrian,1,NA,FALSE,FALSE,1,877 Chalkstone Ave,LISBON ST,16-Feb-18,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,4,1,Complains Of Pain,2,41.83331,-71.43655,TRUE,FALSE,"877 Chalkstone Ave, Providence, RI, USA",FALSE,-71.43659219999999,41.8335361,premise,rooftop,"877 chalkstone ave, providence, ri 02908, usa",NA,NA,NA,NA,41.8335361,-71.43659219999999,High,25.411548467226947
1409,2018-02-16,696187,18:46:00,Bicycle,NA,1,FALSE,FALSE,1,EMPIRE ST,BROADWAY,16-Feb-18,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,2,0,No Injury,NA,41.82272,-71.41751,FALSE,FALSE,"Empire Street and Broadway, Providence, RI, USA",FALSE,-71.4177642,41.822755,intersection,geometric_center,"empire st & broadway, providence, ri 02903, usa",NA,NA,NA,NA,41.822755,-71.4177642,Med High,21.444469863804986
1410,2018-02-13,694544,15:50:00,Pedestrian,1,NA,FALSE,FALSE,1,BLACKSTONE BLVD,ROCHAMBEAU AVE,13-Feb-18,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,5,1,Complains Of Pain,NA,41.84554,-71.38722,FALSE,FALSE,"Blackstone Blvd and Rochambeau Ave, Providence, RI, USA",FALSE,-71.3867339,41.8455643,intersection,geometric_center,"blackstone blvd & rochambeau ave, providence, ri 02906, usa",NA,NA,NA,NA,41.8455643,-71.3867339,Med High,40.401470933677075
1411,2018-02-11,693419,02:06:00,Pedestrian,1,NA,FALSE,FALSE,1,Fountain Street,EMPIRE ST,11-Feb-18,One-Way Trafficway,Wet,Dark - Lighted,Rain,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Traffic Control Signal,1,1,Complains Of Pain,NA,41.82237,-71.41709,FALSE,FALSE,"Fountain Street and Empire Street, Providence, RI, USA",FALSE,-71.4171267,41.8223687,intersection,geometric_center,"fountain st & empire st, providence, ri 02903, usa",NA,NA,NA,NA,41.8223687,-71.4171267,Med High,3.0479605853603737
1412,2018-02-09,692603,08:34:00,Pedestrian,1,NA,FALSE,FALSE,1,EXCHANGE ST,EXCHANGE TER,09-Feb-18,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,2,1,Complains Of Pain,NA,41.82621,-71.41169,FALSE,FALSE,"Exchange Street and Exchange Ter, Providence, RI, USA",FALSE,-71.41161319999999,41.8261317,intersection,geometric_center,"exchange terrace & exchange st, providence, ri 02903, usa",NA,NA,NA,NA,41.8261317,-71.41161319999999,Med High,10.796307936754653
1413,2018-02-09,692872,19:18:00,Pedestrian,1,NA,FALSE,FALSE,1,150 Eaton Street,HUXLEY AVE,09-Feb-18,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,2,1,Complains Of Pain,NA,41.84143,-71.43306,TRUE,FALSE,"150 Eaton Street, Providence, RI, USA",FALSE,-71.433104,41.8412821,premise,rooftop,"150 eaton st, providence, ri 02908, usa",NA,NA,NA,NA,41.8412821,-71.433104,High,16.863680545242687
1414,2018-02-07,692247,20:53:00,Pedestrian,1,NA,FALSE,FALSE,1,Admiral Street,BERKSHIRE ST,08-Feb-18,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Wet,Dark - Lighted,Rain,Not a Collision Between Two Motor Vehicles in Transport,No,Stop Signs,2,1,Complains Of Pain,NA,41.84417,-71.4237,FALSE,FALSE,"Admiral Street and Berkshire Street, Providence, RI, USA",FALSE,-71.4236963,41.8441893,intersection,geometric_center,"berkshire st & admiral st, providence, ri 02908, usa",NA,NA,NA,NA,41.8441893,-71.4236963,Med High,2.1702662284370575
1415,2018-02-06,691958,17:33:00,Pedestrian,1,NA,FALSE,FALSE,1,HOPE ST,5TH ST,06-Feb-18,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,3,1,Non-Incapacitating,2,41.84993,-71.39458,FALSE,FALSE,"Hope Street and 5th Street, Providence, RI, USA",FALSE,-71.39456849999999,41.8499382,intersection,geometric_center,"hope st & 5th st, providence, ri 02906, usa",NA,NA,NA,NA,41.8499382,-71.39456849999999,Med High,1.320069556896695
1416,2018-02-05,691126,09:51:00,Pedestrian,1,NA,FALSE,FALSE,1,DORRANCE ST,FULTON ST,05-Feb-18,"Two-Way , Not Divided",Wet,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Traffic Control Signal,1,1,Complains Of Pain,2,41.82411,-71.41234,FALSE,FALSE,"Dorrance Street and Fulton Street, Providence, RI, USA",FALSE,-71.4123699,41.8241644,intersection,geometric_center,"fulton st & dorrance st, providence, ri 02903, usa",NA,NA,NA,NA,41.8241644,-71.4123699,Med High,6.544050386173455
1417,2018-02-01,690041,20:45:00,Bicycle,NA,1,FALSE,FALSE,1,WASHINGTON ST,GREENE ST,01-Feb-18,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Traffic Control Signal,1,1,Non-Incapacitating,2,41.82126,-71.4172,FALSE,FALSE,"Washington Street and Greene Street, Providence, RI, USA",FALSE,-71.4168727,41.8210088,route,geometric_center,"greene st, providence, ri 02903, usa","Washington Street & Greene Street, Providence, RI, USA",EjZXYXNoaW5ndG9uIFN0cmVldCAmIEdyZWVuZSBTdHJlZXQsIFByb3ZpZGVuY2UsIFJJLCBVU0EiZiJkChQKEgm34he7EkXkiRGsc_jDIc_nwRIUChIJt-IXuxJF5IkRrHP4wyHP58EaFAoSCanazZwSReSJERoH0JajEjT2GhQKEgn9APC2EkXkiRFL2JV2CXi6tSIKDatr7RgVkphu1Q,41.8212779,-71.417227,41.8212779,-71.417227,Med,2.9979301723737284
