row_number	crash_date	crash_report_id	crash_time	collision_type	count_pedestrian	count_bicycle	scooter	wheel_chair	number_of_vehicles	street_or_highway	nearest_intersection	report_date	type_of_roadway	road_surface_condition	light_condition	weather_condition	manner_of_impact	hit_and_run	traffic_control	person_count	injury_count	most_serious_injury	number_of_lanes	lat_raw	lon_raw	has_st_number	is_intersection_null	address_sent_to_geocoder	is_address_blank	lon_api_first_try	lat_api_first_try	type	loctype	address_returned_by_geocoder	address_returned_by_autocomplete	place_ids_autocompleted	lat_api_second_try	lon_api_second_try	lat_api_best	lon_api_best	distance_btwn_coords_meters
132	2023-09-02	899684	13:44:00	Pedestrian	1	NA	FALSE	FALSE	1	BROADWAY	KNIGHT ST	2023-09-02	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Traffic Control Signal	2	1	Complains Of Pain	NA	41.8198	-71.42936	FALSE	FALSE	Broadway and Knight Street, Providence, RI, USA	FALSE	-71.4298401	41.8202496	route	geometric_center	knight st, providence, ri, usa	Broadway & Knight Street, Providence, RI, USA	Ei1Ccm9hZHdheSAmIEtuaWdodCBTdHJlZXQsIFByb3ZpZGVuY2UsIFJJLCBVU0EiZiJkChQKEgmvZYGEdUXkiRHAVmwJ-u4XKRIUChIJr2WBhHVF5IkRwFZsCfruFykaFAoSCaW15YZ1ReSJERrCM7HXpG-zGhQKEgkPqvF6dUXkiRGsZxyELkktfCIKDcQy7RgVV79s1Q	41.8198212	-71.4293417	41.8198212	-71.4293417	2.8061231257427877
133	2023-09-02	899701	17:21:00	Bicycle	NA	1	FALSE	FALSE	1	PLAINFIELD ST	EDNA ST	2023-09-02	One-Way Trafficway	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	0	No Injury	NA	41.81567	-71.44554	FALSE	FALSE	Plainfield Street and Edna Street, Providence, RI, USA	FALSE	-71.4455457	41.8156785	intersection	geometric_center	plainfield st & edna st, providence, ri 02909, usa	NA	NA	NA	NA	41.8156785	-71.4455457	1.0578103775538037
134	2023-09-04	899748	18:11:00	Bicycle	NA	1	FALSE	FALSE	1	CUSHING ST	HOPE ST	2023-09-04	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	3	1	Complains Of Pain	NA	41.83018	-71.39871	FALSE	FALSE	Cushing Street and Hope Street, Providence, RI, USA	FALSE	-71.3987121	41.83019059999999	intersection	geometric_center	hope st & cushing st, providence, ri 02906, usa	NA	NA	NA	NA	41.83019059999999	-71.3987121	1.1927740833652622
135	2023-09-06	899801	12:05:00	Other	1	NA	TRUE	FALSE	1	Pleasant Valley Pkwy	CONVENT ST	2023-09-06	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	2	41.83649	-71.43283	FALSE	FALSE	Pleasant Valley Pkwy and Convent Street, Providence, RI, USA	FALSE	-71.4328051	41.8364801	intersection	geometric_center	convent st & pleasant valley pkwy, providence, ri 02908, usa	NA	NA	NA	NA	41.8364801	-71.4328051	2.3408309169136756
136	2023-09-06	899813	10:54:00	Pedestrian	1	NA	FALSE	FALSE	1	EMPIRE ST	WASHINGTON ST	2023-09-06	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	4	1	Complains Of Pain	NA	41.82146	-71.41597	FALSE	FALSE	Empire Street and Washington Street, Providence, RI, USA	FALSE	-71.4164278	41.8218662	intersection	geometric_center	empire st & washington st, providence, ri 02903, usa	NA	NA	NA	NA	41.8218662	-71.4164278	59.05087014489884
137	2023-09-06	899823	18:05:00	Pedestrian	1	NA	FALSE	FALSE	1	JAMES ST	S WATER ST	2023-09-06	One-Way Trafficway	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	0	No Injury	2	41.82083	-71.40371	FALSE	FALSE	James Street and S Water Street, Providence, RI, USA	FALSE	-71.4039536	41.8202174	route	geometric_center	s water st, providence, ri 02903, usa	James Street & South Water Street, Providence, RI, USA	EjZKYW1lcyBTdHJlZXQgJiBTb3V0aCBXYXRlciBTdHJlZXQsIFByb3ZpZGVuY2UsIFJJLCBVU0EiZiJkChQKEgmRXRm0P0XkiRFEpJ3TYC2n1xIUChIJkV0ZtD9F5IkRRKSd02Atp9caFAoSCWU9pVU-ReSJEZbTzuXdWQpZGhQKEgm15DaxP0XkiRH7_JCg-vOtlCIKDVZP7RgV6pNw1Q	41.8205526	-71.40423899999999	41.8205526	-71.40423899999999	53.661030854590514
138	2023-09-08	899892	15:23:00	Pedestrian	1	NA	FALSE	FALSE	1	THURBERS AVE	RUGBY ST	2023-09-08	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	2	1	Complains Of Pain	NA	41.79963	-71.40726	FALSE	FALSE	Thurbers Ave and Rugby Street, Providence, RI, USA	FALSE	-71.4072534	41.7996465	intersection	geometric_center	thurbers ave & rugby st, providence, ri 02905, usa	NA	NA	NA	NA	41.7996465	-71.4072534	1.9166942812166188
139	2023-09-08	899903	18:22:00	Bicycle	NA	1	TRUE	FALSE	1	MAWNEY ST	BUCKLIN ST	2023-09-08	Two-Way , Not Divided	Dry	Dusk	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	4	1	Complains Of Pain	NA	41.80354	-71.4277	FALSE	FALSE	Mawney Street and Bucklin Street, Providence, RI, USA	FALSE	-71.42770449999999	41.8035437	intersection	geometric_center	bucklin st & mawney st, providence, ri 02907, usa	NA	NA	NA	NA	41.8035437	-71.42770449999999	0.5559556490474034
140	2023-09-09	899944	21:45:00	Bicycle	NA	1	FALSE	FALSE	1	WESTMINSTER ST	DORRANCE ST	2023-09-09	One-Way Trafficway	Dry	Dark - Lighted	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	4	1	Non-Incapacitating	NA	41.82361	-71.41167	FALSE	FALSE	Westminster Street and Dorrance Street, Providence, RI, USA	FALSE	-71.4116693	41.8236083	intersection	geometric_center	westminster st & dorrance st, providence, ri 02903, usa	NA	NA	NA	NA	41.8236083	-71.4116693	0.1979518866131529
141	2023-09-09	899942	20:12:00	Pedestrian	1	NA	FALSE	FALSE	1	Broad St.	PARKIS AVE	2023-09-09	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Non-Incapacitating	NA	41.80869	-71.42071	FALSE	FALSE	Broad St. and Parkis Ave, Providence, RI, USA	FALSE	-71.4208353	41.8091525	intersection	geometric_center	broad st & parkis ave, providence, ri 02907, usa	NA	NA	NA	NA	41.8091525	-71.4208353	52.524506788882235
142	2023-09-10	899965	09:27:00	Bicycle	NA	1	FALSE	FALSE	1	CHAD BROWN ST	DOUGLAS AVE	2023-09-10	Two-Way , Not Divided	Dry	Daylight	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	2	1	Complains Of Pain	NA	41.83925	-71.42583	FALSE	FALSE	Chad Brown Street and Douglas Ave, Providence, RI, USA	FALSE	-71.42582689999999	41.8392775	intersection	geometric_center	chad brown st & douglas ave, providence, ri 02908, usa	NA	NA	NA	NA	41.8392775	-71.42582689999999	3.0720631220814067
143	2023-09-12	900034	10:50:00	Pedestrian	1	NA	FALSE	FALSE	1	101 dudley st	GAY ST	2023-09-12	One-Way Trafficway	Dry	Daylight	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	Person	3	1	Complains Of Pain	NA	41.81007	-71.4125	TRUE	FALSE	101 Dudley Street, Providence, RI, USA	FALSE	-71.4125943	41.8110921	premise	rooftop	101 dudley st, providence, ri 02905, usa	NA	NA	NA	NA	41.8110921	-71.4125943	114.0483607623235
144	2023-09-12	900031	08:53:00	Bicycle	NA	1	TRUE	FALSE	1	Barbara Street	Glenbridge Ave	2023-09-12	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	3	1	Complains Of Pain	NA	41.82084	-71.46087	FALSE	FALSE	Barbara Street and Glenbridge Ave, Providence, RI, USA	FALSE	-71.4605581	41.8224756	route	geometric_center	glenbridge ave, providence, ri, usa	Barbara Street & Glenbridge Ave, Providence, RI, USA	EjRCYXJiYXJhIFN0cmVldCAmIEdsZW5icmlkZ2UgQXZlLCBQcm92aWRlbmNlLCBSSSwgVVNBImYiZAoUChIJc_Vji-5F5IkRS0bwllZeeYESFAoSCXP1Y4vuReSJEUtG8JZWXnmBGhQKEgmjMtIB70XkiREUZioRKdTuvRoUChIJ4Ytdqe5F5IkR9up7_ZbNi2ciCg1zW-0YFUPsZ9U	41.8208627	-71.4609597	41.8208627	-71.4609597	7.858769331523856
145	2023-09-12	900052	20:45:00	Bicycle	NA	1	FALSE	FALSE	1	Union Ave	Webster Ave	2023-09-12	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	2	1	Complains Of Pain	NA	41.80683	-71.44755	FALSE	FALSE	Union Ave and Webster Ave, Providence, RI, USA	FALSE	-71.4475494	41.8068304	intersection	geometric_center	webster ave & union ave, providence, ri 02909, usa	NA	NA	NA	NA	41.8068304	-71.4475494	0.06679371326648434
146	2023-09-13	900116	01:26:00	Pedestrian	1	NA	FALSE	FALSE	1	HARTFORD AVE	OLNEYVILLE SQ	2023-09-14	One-Way Trafficway	Dry	Dark - Lighted	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	2	0	No Injury	NA	41.81669	-71.44393	FALSE	FALSE	Hartford Ave and Olneyville Sq, Providence, RI, USA	FALSE	-71.4434849	41.8167835	route	geometric_center	olneyville square, providence, ri 02909, usa	NA	NA	NA	NA	41.8167835	-71.4434849	38.366246108834936
147	2023-09-13	900084	16:17:00	Bicycle	NA	1	FALSE	FALSE	1	E GEORGE ST	GANO ST	2023-09-13	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Non-Incapacitating	NA	41.82587	-71.3904	FALSE	FALSE	E George Street and Gano Street, Providence, RI, USA	FALSE	-71.3904024	41.8258647	intersection	geometric_center	e george st & gano st, providence, ri 02906, usa	NA	NA	NA	NA	41.8258647	-71.3904024	0.6226775519195279
148	2023-09-14	900118	17:11:00	Pedestrian	1	NA	FALSE	FALSE	1	SILVER SPRING ST.	DE PINEDO ST	2023-09-14	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.85494	-71.41167	FALSE	FALSE	Silver Spring St. and De Pinedo Street, Providence, RI, USA	FALSE	-71.411671	41.854959	intersection	geometric_center	silver spring st & de pinedo st, providence, ri 02904, usa	NA	NA	NA	NA	41.854959	-71.411671	2.116694910787742
149	2023-09-15	900134	12:45:00	Pedestrian	1	NA	FALSE	FALSE	1	GEORGE ST	BROOK ST	2023-09-15	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	2	1	Complains Of Pain	NA	41.82561	-71.39913	FALSE	FALSE	George Street and Brook Street, Providence, RI, USA	FALSE	-71.3989869	41.825126	route	geometric_center	brook st, providence, ri, usa	George Street & Brook Street, Providence, RI, USA	EjFHZW9yZ2UgU3RyZWV0ICYgQnJvb2sgU3RyZWV0LCBQcm92aWRlbmNlLCBSSSwgVVNBImYiZAoUChIJj8XBaztF5IkRXiCnKg8LB84SFAoSCY_FwWs7ReSJEV4gpyoPCwfOGhQKEgnH6iRjO0XkiRGyZ442LkmUZRoUChIJm2Z9cjtF5IkRdYaHIRB4AGgiCg3oFe4YFURecdU	41.825636	-71.39905879999999	41.825636	-71.39905879999999	6.577285963723283
150	2023-09-15	900132	08:11:00	Pedestrian	1	NA	FALSE	FALSE	1	WEYBOSSET ST	BROAD ST	2023-09-15	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Pavement Markings	2	1	Complains Of Pain	NA	41.82009	-71.41428	FALSE	FALSE	Weybosset Street and Broad Street, Providence, RI, USA	FALSE	-71.41435729999999	41.8200721	intersection	geometric_center	weybosset st & broad st, providence, ri 02903, usa	NA	NA	NA	NA	41.8200721	-71.41435729999999	6.715253911209706
151	2023-09-16	900163	01:49:00	Pedestrian	1	NA	FALSE	FALSE	1	ATWELLS AVE	DE PASQUALE AVE	2023-09-16	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Dark - Lighted	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	2	1	Non-Incapacitating	NA	41.82356	-71.42642	FALSE	FALSE	Atwells Ave and De Pasquale Ave, Providence, RI, USA	FALSE	-71.4270169	41.8235993	intersection	geometric_center	de pasquale ave & atwells ave, providence, ri 02903, usa	NA	NA	NA	NA	41.8235993	-71.4270169	49.70900595189278
152	2023-09-17	900221	17:02:00	Bicycle	NA	1	TRUE	FALSE	1	OAKLAND AVE	SMITH ST	2023-09-17	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	2	1	Complains Of Pain	NA	41.83623	-71.43046	FALSE	FALSE	Oakland Ave and Smith Street, Providence, RI, USA	FALSE	-71.43045500000001	41.8362474	intersection	geometric_center	oakland ave & smith st, providence, ri 02908, usa	NA	NA	NA	NA	41.8362474	-71.43045500000001	1.9808540859837125
153	2023-09-18	900261	13:05:00	Pedestrian	1	NA	FALSE	FALSE	1	WASHINGTON ST	MEMORIAL BLVD	2023-09-18	Two-Way, Divided, Positive Median Barrier	Wet	Daylight	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	1	Non-Incapacitating	NA	41.82635	-71.41015	FALSE	FALSE	Washington Street and Memorial Blvd, Providence, RI, USA	FALSE	-71.4134258	41.8263996	route	geometric_center	memorial blvd, providence, ri 02903, usa	Washington Street & Memorial Blvd, Providence, RI, USA	EjZXYXNoaW5ndG9uIFN0cmVldCAmIE1lbW9yaWFsIEJsdmQsIFByb3ZpZGVuY2UsIFJJLCBVU0EiZiJkChQKEgmdNVfiFkXkiRE6V1-x6gjhmRIUChIJnTVX4hZF5IkROldfseoI4ZkaFAoSCanazZwSReSJERoH0JajEjT2GhQKEgn3LDO1FkXkiRGsznR5eOTavSIKDZw07hgV6bBv1Q	41.826422	-71.4100503	41.826422	-71.4100503	11.516861483833047
154	2023-09-18	900285	21:48:00	Pedestrian	1	NA	FALSE	FALSE	1	460 CHARLES ST	NA	2023-09-18	Unknown	Wet	Dark - Lighted	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	NA	NA	TRUE	TRUE	460 Charles Street, Providence, RI, USA	FALSE	-71.41985489999999	41.8467883	premise	rooftop	514, 460 charles st, providence, ri 02904, usa	NA	NA	NA	NA	41.8467883	-71.41985489999999	NA
155	2023-09-19	900288	07:08:00	Pedestrian	1	NA	FALSE	FALSE	1	MANTON AVE	ATWELLS AVE	2023-09-19	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	2	1	Complains Of Pain	NA	41.82537	-71.45466	FALSE	FALSE	Manton Ave and Atwells Ave, Providence, RI, USA	FALSE	-71.4541435	41.8252114	intersection	geometric_center	atwells ave & manton ave, providence, ri 02909, usa	NA	NA	NA	NA	41.8252114	-71.4541435	46.34040236594546
156	2023-09-19	900320	20:21:00	Bicycle	NA	1	FALSE	FALSE	1	WASHINGTON ST	MEMORIAL BLVD	2023-09-19	One-Way Trafficway	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	4	1	Non-Incapacitating	NA	41.82635	-71.41015	FALSE	FALSE	Washington Street and Memorial Blvd, Providence, RI, USA	FALSE	-71.4134258	41.8263996	route	geometric_center	memorial blvd, providence, ri 02903, usa	Washington Street & Memorial Blvd, Providence, RI, USA	EjZXYXNoaW5ndG9uIFN0cmVldCAmIE1lbW9yaWFsIEJsdmQsIFByb3ZpZGVuY2UsIFJJLCBVU0EiZiJkChQKEgmdNVfiFkXkiRE6V1-x6gjhmRIUChIJnTVX4hZF5IkROldfseoI4ZkaFAoSCanazZwSReSJERoH0JajEjT2GhQKEgn3LDO1FkXkiRGsznR5eOTavSIKDZw07hgV6bBv1Q	41.826422	-71.4100503	41.826422	-71.4100503	11.516861483833047
157	2023-09-20	900326	13:19:00	Pedestrian	1	NA	FALSE	FALSE	1	WESTMINSTER ST	DORRANCE ST	2023-09-20	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	2	1	Complains Of Pain	NA	41.82361	-71.41167	FALSE	FALSE	Westminster Street and Dorrance Street, Providence, RI, USA	FALSE	-71.4116693	41.8236083	intersection	geometric_center	westminster st & dorrance st, providence, ri 02903, usa	NA	NA	NA	NA	41.8236083	-71.4116693	0.1979518866131529
158	2023-09-20	900323	07:30:00	Pedestrian	1	NA	FALSE	FALSE	1	PLAINFIELD ST	WEBSTER AVE	2023-09-20	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	1	Complains Of Pain	NA	41.81366	-71.45079	FALSE	FALSE	Plainfield Street and Webster Ave, Providence, RI, USA	FALSE	-71.4507916	41.813667	intersection	geometric_center	webster ave & plainfield st, providence, ri 02909, usa	NA	NA	NA	NA	41.813667	-71.4507916	0.7904630285084774
159	2023-09-21	900366	17:42:00	Pedestrian	1	NA	FALSE	FALSE	1	ASHBURTON ST	RANDALL ST	2023-09-21	Two-Way, Divided, Positive Median Barrier	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	3	1	Complains Of Pain	NA	41.83607	-71.41229	FALSE	FALSE	Ashburton Street and Randall Street, Providence, RI, USA	FALSE	-71.4122381	41.8360855	intersection	geometric_center	randall st & ashburton, providence, ri 02904, usa	NA	NA	NA	NA	41.8360855	-71.4122381	4.6374907130086385
160	2023-09-21	900370	16:41:00	Bicycle	NA	1	FALSE	FALSE	1	BUCKLIN ST	HAWTHORNE ST	2023-09-21	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	4	1	Complains Of Pain	NA	41.80097	-71.42778	FALSE	FALSE	Bucklin Street and Hawthorne Street, Providence, RI, USA	FALSE	-71.42778	41.800976	intersection	geometric_center	bucklin st & hawthorne st, providence, ri 02907, usa	NA	NA	NA	NA	41.800976	-71.42778	0.6679169445681254
161	2023-09-22	900383	08:52:00	Pedestrian	1	NA	TRUE	FALSE	1	POTTERS AVE	ELMWOOD AVE	2023-09-22	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	4	0	No Injury	NA	41.80144	-71.42599	FALSE	FALSE	Potters Ave and Elmwood Ave, Providence, RI, USA	FALSE	-71.4263655	41.8015172	intersection	geometric_center	potters ave & elmwood ave, providence, ri 02907, usa	NA	NA	NA	NA	41.8015172	-71.4263655	32.32387613834044
162	2023-09-22	901427	09:16:00	Bicycle	NA	1	FALSE	FALSE	1	N MAIN ST	FROST ST	2023-09-23	Two-Way, Divided, Positive Median Barrier	Dry	Daylight	Clear	Sidwswipe, Opposite Direction	No	Traffic Control Signal	2	0	No Injury	4	41.85132	-71.40238	FALSE	FALSE	N Main Street and Frost Street, Providence, RI, USA	FALSE	-71.402373	41.85132979999999	intersection	geometric_center	frost st & n main st, providence, ri 02904, usa	NA	NA	NA	NA	41.85132979999999	-71.402373	1.2357334153659996
163	2023-09-25	901479	13:00:00	Pedestrian	1	NA	FALSE	FALSE	1	WATERMAN ST	BROWN ST	2023-09-25	One-Way Trafficway	Wet	Daylight	Rain	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Pavement Markings	1	1	Complains Of Pain	NA	41.82705	-71.40304	FALSE	FALSE	Waterman Street and Brown Street, Providence, RI, USA	FALSE	-71.4030136	41.8270531	intersection	geometric_center	brown st & waterman st, providence, ri 02912, usa	NA	NA	NA	NA	41.8270531	-71.4030136	2.216928890959848
164	2023-09-25	901481	08:14:00	Pedestrian	1	NA	FALSE	FALSE	1	BLACKSTONE ST	CULVER ST	2023-09-25	Two-Way , Not Divided	Wet	Daylight	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	4	1	Complains Of Pain	NA	41.80993	-71.4085	FALSE	FALSE	Blackstone Street and Culver Street, Providence, RI, USA	FALSE	-71.4084982	41.8099346	intersection	geometric_center	blackstone st & culver st, providence, ri 02905, usa	NA	NA	NA	NA	41.8099346	-71.4084982	0.5334053363951438
165	2023-09-26	901504	08:02:00	Pedestrian	1	NA	FALSE	FALSE	1	HOPE ST	ANGELL ST	2023-09-26	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	3	1	Complains Of Pain	NA	41.82821	-71.39744	FALSE	FALSE	Hope Street and Angell Street, Providence, RI, USA	FALSE	-71.3974982	41.8284083	intersection	geometric_center	hope st & angell st, providence, ri 02906, usa	NA	NA	NA	NA	41.8284083	-71.3974982	22.596384960478137
166	2023-09-26	901518	14:16:00	Bicycle	NA	1	FALSE	FALSE	1	Cranston Street	BENEDICT ST	2023-09-26	Two-Way , Not Divided	Dry	Dawn	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	4	1	Complains Of Pain	NA	41.80536	-71.43737	FALSE	FALSE	Cranston Street and Benedict Street, Providence, RI, USA	FALSE	-71.43728569999999	41.805444	intersection	geometric_center	cranston st & benedict st, providence, ri 02907, usa	NA	NA	NA	NA	41.805444	-71.43728569999999	11.677757120918935
167	2023-09-28	901587	15:18:00	Pedestrian	1	NA	FALSE	FALSE	1	PARK ROW WEST	AMERICAN EXPRESS PLZ	2023-09-28	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.82867	-71.41276	FALSE	FALSE	Park Row West and American Express Plz, Providence, RI, USA	FALSE	-71.4128343	41.8239891	locality	approximate	providence, ri, usa	NA	NA	NA	NA	41.8239891	-71.4128343	521.1118533668421
168	2023-09-29	901610	12:15:00	Pedestrian	1	NA	FALSE	FALSE	1	SMITH ST	MAUDE ST	2023-09-29	Two-Way , Not Divided	Wet	Daylight	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	2	1	Complains Of Pain	NA	41.83745	-71.43323	FALSE	FALSE	Smith Street and Maude Street, Providence, RI, USA	FALSE	-71.43348999999999	41.8375814	intersection	geometric_center	maude st & smith st, providence, ri 02908, usa	NA	NA	NA	NA	41.8375814	-71.43348999999999	26.056756524808453
169	2023-10-01	901707	15:32:00	Bicycle	NA	1	FALSE	FALSE	1	593 Eddy Street	Eddy St/ Dudley St	2023-10-01	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	No Controls	5	1	Complains Of Pain	NA	41.81189	-71.40706	TRUE	FALSE	593 Eddy Street, Providence, RI, USA	FALSE	-71.4084855	41.8113828	premise	rooftop	593 eddy st, providence, ri 02903, usa	NA	NA	NA	NA	41.8113828	-71.4084855	131.06053905039752
170	2023-10-02	901723	07:12:00	Bicycle	NA	1	FALSE	FALSE	1	ELMGROVE AVE	DOYLE AVE	2023-10-02	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	4	1	Complains Of Pain	NA	41.83883	-71.39229	FALSE	FALSE	Elmgrove Ave and Doyle Ave, Providence, RI, USA	FALSE	-71.392329	41.8390276	intersection	geometric_center	elmgrove ave & doyle ave, providence, ri 02906, usa	NA	NA	NA	NA	41.8390276	-71.392329	22.233265634109983
171	2023-10-02	901743	17:16:00	Bicycle	NA	1	FALSE	FALSE	1	ONTARIO ST.	HAMILTON ST	2023-10-02	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Non-Incapacitating	NA	41.79941	-71.42089	FALSE	FALSE	Ontario St. and Hamilton Street, Providence, RI, USA	FALSE	-71.4212129	41.7993179	intersection	geometric_center	ontario st & hamilton st, providence, ri 02907, usa	NA	NA	NA	NA	41.7993179	-71.4212129	28.690833126371572
172	2023-10-03	901787	23:56:00	Pedestrian	1	NA	FALSE	FALSE	1	DEXTER ST	POTTERS AVE	2023-10-04	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	4	1	Complains Of Pain	NA	41.80209	-71.43081	FALSE	FALSE	Dexter Street and Potters Ave, Providence, RI, USA	FALSE	-71.4305866	41.8024973	intersection	geometric_center	potters ave & dexter st, providence, ri 02907, usa	NA	NA	NA	NA	41.8024973	-71.4305866	48.98394777180428
173	2023-10-03	901784	18:27:00	Pedestrian	1	NA	FALSE	FALSE	1	ELMWOOD AVE.	CARLISLE ST	2023-10-03	Two-Way , Not Divided	Dry	Dawn	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Non-Incapacitating	NA	41.78376	-71.41892	FALSE	FALSE	Elmwood Ave. and Carlisle Street, Providence, RI, USA	FALSE	-71.4188849	41.7840034	intersection	geometric_center	carlisle st & elmwood ave, providence, ri 02907, usa	NA	NA	NA	NA	41.7840034	-71.4188849	27.251360316467213
174	2023-10-03	901781	17:42:00	Bicycle	NA	1	FALSE	FALSE	1	BLACKSTONE BLVD.	PRESIDENT AVE	2023-10-03	One-Way Trafficway	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Non-Incapacitating	NA	41.8365	-71.3845	FALSE	FALSE	Blackstone Blvd. and President Ave, Providence, RI, USA	FALSE	-71.38451069999999	41.8365032	intersection	geometric_center	president ave & blackstone blvd, providence, ri 02906, usa	NA	NA	NA	NA	41.8365032	-71.38451069999999	0.9562697375709124
175	2023-10-04	901789	06:17:00	Pedestrian	1	NA	FALSE	FALSE	1	N MAIN ST	Pleasant St	2023-10-04	One-Way Trafficway	Dry	Dawn	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Fatal	NA	41.83921	-71.40904	FALSE	FALSE	N Main Street and Pleasant Street, Providence, RI, USA	FALSE	-71.4090509	41.8392056	intersection	geometric_center	pleasant st & n main st, providence, ri 02906, usa	NA	NA	NA	NA	41.8392056	-71.4090509	1.0281607626802507
176	2023-10-05	901826	00:12:00	Pedestrian	1	NA	FALSE	FALSE	1	Eaton Street	Pembroke Ave	2023-10-05	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.8411	-71.42942	FALSE	FALSE	Eaton Street and Pembroke Ave, Providence, RI, USA	FALSE	-71.4294094	41.841112	intersection	geometric_center	eaton st & pembroke ave, providence, ri 02908, usa	NA	NA	NA	NA	41.841112	-71.4294094	1.5991392974872027
